row_label_raw,row_label_full,col_0,Tài sản chờ góp vốn đầu tư (*) VND,Bao bì luân chuyển VND,Công cụ và dụng cụ VND,Tổng VND,numeric__Tài sản chờ góp vốn đầu tư (*) VND,numeric__Bao bì luân chuyển VND,numeric__Công cụ và dụng cụ VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,51.602.316.000,17.835.289.634,11.953.450.939,81.391.056.573,51602316000.0,17835289634.0,11953450939.0,81391056573.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,23.443.704.260,5.739.748.332,29.183.452.592,,23443704260.0,5739748332.0,29183452592.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,-,(19.062.192.508),(7.028.298.659),(26.090.491.167),,-19062192508.0,-7028298659.0,-26090491167.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,51.602.316.000,22.216.801.386,10.664.900.612,84.484.017.998,51602316000.0,22216801386.0,10664900612.0,84484017998.0
