row_label_raw,row_label_full,col_0,1/1/2020 VND,Số phát sinh trong năm VND,Số đã nộp trong năm VND,Số đã cán trừ trong năm VND,Phân loại sang thuế phải thu VND,31/12/2020 VND,numeric__1/1/2020 VND,numeric__Số phát sinh trong năm VND,numeric__Số đã nộp trong năm VND,numeric__Số đã cán trừ trong năm VND,numeric__Phân loại sang thuế phải thu VND,numeric__31/12/2020 VND
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,84.267.946.864,2.686.364.015.960,(2.539.602.883.069),-,-,231.029.079.755,84267946864.0,2686364015960.0,-2539602883069.0,,,231029079755.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,114.793.834.711,577.119.284.322,(516.357.059.917),-,-,175.556.059.116,114793834711.0,577119284322.0,-516357059917.0,,,175556059116.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,4.189.066.079.898,(666.864.498.571),(3.522.201.581.327),-,-,,4189066079898.0,-666864498571.0,-3522201581327.0,,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,14.701.660.292,39.251.647.783,(41.930.982.034),-,-,12.022.326.041,14701660292.0,39251647783.0,-41930982034.0,,,12022326041.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,12.985.410.861,(12.985.410.861),-,-,-,,12985410861.0,-12985410861.0,,,
Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,1.581.049.815,43.298.098.242,(73.381.542.726),-,30.083.444.484,1.581.049.815,1581049815.0,43298098242.0,-73381542726.0,,30083444484.0,1581049815.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,50.797.120,532.540.160,(539.609.280),-,-,43.728.000,50797120.0,532540160.0,-539609280.0,,,43728000.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,1.171.530.000,2.621.254.288,(2.616.801.564),(212.724),-,1.175.770.000,1171530000.0,2621254288.0,-2616801564.0,-212724.0,,1175770000.0
,,,216.566.818.802,7.551.238.331.514,(3.854.278.788.022),(3.522.201.794.051),30.083.444.484,421.408.012.727,216566818802.0,7551238331514.0,-3854278788022.0,-3522201794051.0,30083444484.0,421408012727.0
