row_label_raw,row_label_full,Thuế TNDN ước tính năm nay > Thuế TNDN trích thiếu trong các năm trước,Năm nay > 62.160.620.921 > 980.339.476,VNDNăm trước > 44.842.897.582 > -,numeric__Năm nay > 62.160.620.921 > 980.339.476,numeric__VNDNăm trước > 44.842.897.582 > -
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,63.140.960.397,44.842.897.582,63140960397.0,44842897582.0
Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,Thu nhập thuế TNDN hoãn lại,(1.230.519.920),-,-1230519920.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,61.910.440.477,44.842.897.582,61910440477.0,44842897582.0
