row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,8.100.625.951.139,6.740.223.253.384,,,8100625951139.0,6740223253384.0
110,110,110,I. Tiền,4,149.419.490.067,30.142.172.804,,4.0,149419490067.0,30142172804.0
111,111,111,1. Tiền,4,149.419.490.067,30.142.172.804,,4.0,149419490067.0,30142172804.0
130,130,130,II. Các khoản phải thu ngắn hạn,,590.835.286.269,662.558.077.863,,,590835286269.0,662558077863.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,412.524.279.126,431.612.816.714,,5.0,412524279126.0,431612816714.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,170.687.145.859,224.067.312.724,,6.0,170687145859.0,224067312724.0
136,136,136,3. Phải thu ngắn hạn khác,7,11.509.656.578,8.042.189.754,,7.0,11509656578.0,8042189754.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,5,(3.885.795.294),(1.164.241.329),,5.0,-3885795294.0,-1164241329.0
140,140,140,III. Hàng tồn kho,8,7.356.019.345.496,6.034.608.669.488,,8.0,7356019345496.0,6034608669488.0
141,141,141,1. Hàng tồn kho,8,7.356.019.345.496,6.034.608.669.488,,8.0,7356019345496.0,6034608669488.0
150,150,150,IV. Tài sản ngắn hạn khác,,4.351.829.307,12.914.333.229,,,4351829307.0,12914333229.0
151,151,151,1. Chi phí trả trước ngắn hạn,,2.563.360.239,5.413.711.285,,,2563360239.0,5413711285.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,19,-,5.175.770.058,,19.0,,5175770058.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,19,1.788.469.068,2.324.851.886,,19.0,1788469068.0,2324851886.0
200,200,200,B. TÀI SẢN DÀI HẠN,,1.034.654.839.600,2.617.518.326.988,,,1034654839600.0,2617518326988.0
210,210,210,I. Các khoản phải thu dài hạn,,282.233.384.900,174.670.731.859,,,282233384900.0,174670731859.0
211,211,211,1. Phải thu dài hạn của khách hàng,5,21.693.633.000,8.949.131.859,,5.0,21693633000.0,8949131859.0
216,216,216,2. Phải thu dài hạn khác,7,260.539.751.900,165.721.600.000,,7.0,260539751900.0,165721600000.0
20,20,20,II. Tài sản cố định,,2.294.923.234,427.312.582,,,2294923234.0,427312582.0
21,21,21,1. Tài sản cố định hữu hình,9,2.294.923.234,427.312.582,,9.0,2294923234.0,427312582.0
22,22,22,Nguyên giá,,7.517.162.925,5.311.562.923,,,7517162925.0,5311562923.0
23,23,23,Giá trị hao mòn lũy kế,,(5.222.239.691),(4.884.250.341),,,-5222239691.0,-4884250341.0
27,27,27,2. Tài sản cố định vô hình,10,-,-,,10.0,,
28,28,28,Nguyên giá,,718.481.036,718.481.036,,,718481036.0,718481036.0
29,29,29,Giá trị hao mòn lũy kế,,(718.481.036),(718.481.036),,,-718481036.0,-718481036.0
30,30,30,III. Bất động sản đầu tư,11,193.552.507.027,118.154.255.339,,11.0,193552507027.0,118154255339.0
31,31,31,1. Nguyên giá,,194.723.826.712,119.059.556.440,,,194723826712.0,119059556440.0
32,32,32,2. Giá trị hao mòn lũy kế,,(1.171.319.685),(905.301.101),,,-1171319685.0,-905301101.0
30,30,30,IV. Tài sản dở dang dài hạn,,61.122.822.743,137.821.087.488,,,61122822743.0,137821087488.0
31,31,31,1. Chi phí xây dựng cơ bản dở dang,12,61.122.822.743,137.821.087.488,,12.0,61122822743.0,137821087488.0
30,30,30,V. Đầu tư tài chính dài hạn,,478.480.000.000,2.170.500.000.000,,,478480000000.0,2170500000000.0
31,31,31,1. Đầu tư vào công ty con,13,131.000.000.000,1.822.500.000.000,,13.0,131000000000.0,1822500000000.0
32,32,32,2. Đầu tư vào công ty liên kết,14,296.000.000.000,348.000.000.000,,14.0,296000000000.0,348000000000.0
33,33,33,3. Đầu tư góp vốn vào đơn vị khác,15,51.480.000.000,-,,15.0,51480000000.0,
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,,,16.971.201.696,15.944.939.720,,,16971201696.0,15944939720.0
1.,1.,1.,Chi phí trả trước dài hạn,16,15.740.681.776,15.944.939.720,,16.0,15740681776.0,15944939720.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,29.3,1.230.519.920,-,,293.0,1230519920.0,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,,9.135.280.790.739,9.357.741.580.372,,,9135280790739.0,9357741580372.0
