row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,303.554.239.594,203.387.058.091,,,303554239594.0,203387058091.0
02,02,02,"Khấu hao tài sản cố định hữu hình, vô hình và bất động sản đầu tư","9, 11",604.007.934,681.731.578,,,604007934.0,681731578.0
03,03,03,Các khoản dự phòng (hoàn nhập dự phòng),,2.721.553.965,(9.537.908),,,2721553965.0,-9537908.0
05,05,05,Lãi từ hoạt động đầu tư,26,(168.687.362),(99.885.462.398),,26.0,-168687362.0,-99885462398.0
06,06,06,Chi phí lãi vay,,1.995.666.333,1.520.833.334,,,1995666333.0,1520833334.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,308.706.780.464,105.694.622.697,,,308706780464.0,105694622697.0
09,09,09,Giảm (tăng) các khoản phải thu,,1.245.480.373.593,(439.501.425.289),,,1245480373593.0,-439501425289.0
10,10,10,Tăng hàng tồn kho,,(1.644.851.379.116),(385.922.707.749),,,-1644851379116.0,-385922707749.0
11,11,11,(Giảm) tăng các khoản phải trả,,(52.677.198.770),2.270.173.438.964,,,-52677198770.0,2270173438964.0
12,12,12,Giảm chi phí trả trước,,3.054.608.990,53.726.403.829,,,3054608990.0,53726403829.0
14,14,14,Tiền lãi vay đã trả,,(4.787.661.668),(5.469.686.185),,,-4787661668.0,-5469686185.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(43.191.393.410),(25.813.776.389),,,-43191393410.0,-25813776389.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(4.177.904.459),(5.619.220.375),,,-4177904459.0,-5619220375.0
20,20,20,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động kinh doanh,,(192.443.774.376),1.567.267.649.503,,,-192443774376.0,1567267649503.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,Tiền chi để mua sắm và xây dựng tài sản cố định,,(79.997.479.035),(127.489.113.555),,,-79997479035.0,-127489113555.0
22,22,22,Tiền thu do thanh lý tài sản cố định,,-,25.000.000.000,,,,25000000000.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,-,(2.073.500.000.000),,,,-2073500000000.0
27,27,27,Tiền thu lãi tiền gửi ngân hàng,,168.687.362,361.610.375,,,168687362.0,361610375.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(79.828.791.673),(2.175.627.503.180),,,-79828791673.0,-2175627503180.0
,,,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,Tiền thu từ phát hành cố phiếu,23.1,-,650.680.300.000,,231.0,,650680300000.0
33,33,33,Tiền thu từ đi vay,,613.720.352.150,410.398.609.134,,,613720352150.0,410398609134.0
34,34,34,Tiền trả nợ gốc vay,,(121.552.883.338),(430.522.500.000),,,-121552883338.0,-430522500000.0
36,36,36,Cổ tức đã trả,,(100.617.585.500),-,,,-100617585500.0,
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,391.549.883.312,630.556.409.134,,,391549883312.0,630556409134.0
