row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,6.147.640.210.071,6.734.322.492.591,1.0,,6147640210071.0,6734322492591.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,747.676.768,2.0,,,747676768.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,26,6.147.640.210.071,6.733.574.815.823,10.0,26.0,6147640210071.0,6733574815823.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,27,5.301.653.916.473,5.971.112.130.559,11.0,27.0,5301653916473.0,5971112130559.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,845.986.293.598,762.462.685.264,20.0,,845986293598.0,762462685264.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,29,187.905.527.851,159.327.484.591,21.0,29.0,187905527851.0,159327484591.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,30,160.954.653.291,150.405.149.992,22.0,30.0,160954653291.0,150405149992.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,151.581.427.633,122.947.562.199,23.0,,151581427633.0,122947562199.0
"8. Phăn lãi trong công ty liên doanh, liên kết","8. Phăn lãi trong công ty liên doanh, liên kết","8. Phăn lãi trong công ty liên doanh, liên kết",24,12,27.116.030.203,26.785.452.437,24.0,12.0,27116030203.0,26785452437.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,31,9.504.715.284,8.950.535.194,25.0,31.0,9504715284.0,8950535194.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,31,232.988.068.823,226.976.152.559,26.0,31.0,232988068823.0,226976152559.0
11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),11. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,657.560.414.254,562.243.784.547,30.0,,657560414254.0,562243784547.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,21.405.197.251,42.981.024.216,31.0,,21405197251.0,42981024216.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,8.057.573.188,3.269.377.445,32.0,,8057573188.0,3269377445.0
14. Lợi nhuận khác (40=31-32),14. Lợi nhuận khác (40=31-32),14. Lợi nhuận khác (40=31-32),40,32,13.347.624.063,39.711.646.771,40.0,32.0,13347624063.0,39711646771.0
15. Tổng lợi nhuận kế toán trước thuế (50=30+40),15. Tổng lợi nhuận kế toán trước thuế (50=30+40),15. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,670.908.038.317,601.955.431.318,50.0,,670908038317.0,601955431318.0
16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,153.627.347.892,126.175.814.457,51.0,33.0,153627347892.0,126175814457.0
17. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,17. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,17. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,33,(16.405.428.406),(7.686.183.556),52.0,33.0,-16405428406.0,-7686183556.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,533.686.118.831,483.465.800.417,60.0,,533686118831.0,483465800417.0
Phân bổ cho:- Lợi nhuận sau thuế của cổ đông của Công ty mẹ,Phân bổ cho:- Lợi nhuận sau thuế của cổ đông của Công ty mẹ,Phân bổ cho:- Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,450.110.653.904,415.564.502.300,61.0,,450110653904.0,415564502300.0
- Lợi nhuận sau thuế của cổ đông không kiểm soát,- Lợi nhuận sau thuế của cổ đông không kiểm soát,- Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,83.575.464.927,67.901.298.117,62.0,,83575464927.0,67901298117.0
19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,70,34,1.436,1.326,70.0,34.0,1436.0,1326.0
