row_label_raw,row_label_full,Ông Nguyễn Xuân Sơn,Chủ tịch,numeric__Chủ tịch
Ông Phạm Việt Anh,Ông Phạm Việt Anh,Ông Phạm Việt Anh,Thành viên,
Ông Mai Thế Toàn,Ông Mai Thế Toàn,Ông Mai Thế Toàn,Thành viên,
Ông Phạm Anh Tuấn,Ông Phạm Anh Tuấn,Ông Phạm Anh Tuấn,Thành viên (bố nhiệm ngày 05 tháng 4 năm 2017),
Ông Lê Mạnh Tuấn,Ông Lê Mạnh Tuấn,Ông Lê Mạnh Tuấn,Thành viên,
Ông Nguyễn Quốc Phương,Ông Nguyễn Quốc Phương,Ông Nguyễn Quốc Phương,Thành viên,
