row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,670.908.038.317,601.955.431.318,670908038317.0,601955431318.0
Trừ: Thuận không chịu thuế,Trừ: Thuận không chịu thuế,Trừ: Thuận không chịu thuế,(13.133.331.478),(35.822.256.514),-13133331478.0,-35822256514.0
Trừ: Lãi đầu tư vào công ty liên kết,Trừ: Lãi đầu tư vào công ty liên kết,Trừ: Lãi đầu tư vào công ty liên kết,(27.116.030.203),(26.785.452.437),-27116030203.0,-26785452437.0
Cộng: Các khoản chi phí không được khấu trừ,Cộng: Các khoản chi phí không được khấu trừ,Cộng: Các khoản chi phí không được khấu trừ,174.851.968.417,118.460.789.138,174851968417.0,118460789138.0
Thu nhập chịu thuế,Thu nhập chịu thuế,Thu nhập chịu thuế,805.510.645.053,657.808.511.505,805510645053.0,657808511505.0
Lỗ năm trước mang sang,Lỗ năm trước mang sang,Lỗ năm trước mang sang,(73.143.974.547),(64.334.556.899),-73143974547.0,-64334556899.0
Thu nhập tính thuế,Thu nhập tính thuế,Thu nhập tính thuế,732.366.670.506,593.473.954.606,732366670506.0,593473954606.0
Thuế suất hiện hành,Thuế suất hiện hành,Thuế suất hiện hành,20%,20%,0.2,0.2
Thuế thu nhập doanh nghiệp hiện hành,Thuế thu nhập doanh nghiệp hiện hành,Thuế thu nhập doanh nghiệp hiện hành,146.473.334.101,118.694.790.922,146473334101.0,118694790922.0
Điều chỉnh thuế thu nhập doanh nghiệp năm trước,Điều chỉnh thuế thu nhập doanh nghiệp năm trước,Điều chỉnh thuế thu nhập doanh nghiệp năm trước,7.154.013.791,7.481.023.535,7154013791.0,7481023535.0
Tổng chi phí thuế thu nhập doanh nghiệp trong năm,Tổng chi phí thuế thu nhập doanh nghiệp trong năm,Tổng chi phí thuế thu nhập doanh nghiệp trong năm,153.627.347.892,126.175.814.457,153627347892.0,126175814457.0
