row_label_raw,row_label_full,Ông Phạm Việt Anh,Tổng Giám đốc,numeric__Tổng Giám đốc
Bà Nguyễn Linh Giang,Bà Nguyễn Linh Giang,Bà Nguyễn Linh Giang,Phó Tổng Giám Đốc (bố nhiệm ngày 15 tháng 12 năm 2017),
Ông Đào Mạnh Tiến,Ông Đào Mạnh Tiến,Ông Đào Mạnh Tiến,Phó Tổng Giám đốc,
Ông Mai Thế Toàn,Ông Mai Thế Toàn,Ông Mai Thế Toàn,Phó Tổng Giám đốc,
Ông Đặng Khắc Đô,Ông Đặng Khắc Đô,Ông Đặng Khắc Đô,Phó Tổng Giám đốc (miễn nhiệm ngày 22 tháng 11 năm 2017),
Ông Nguyễn Đình Thanh,Ông Nguyễn Đình Thanh,Ông Nguyễn Đình Thanh,Phó Tổng Giám đốc,
