row_label_raw,row_label_full,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Năm nayVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Năm trướcVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,numeric__Năm nayVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,numeric__Năm trướcVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm
Chi phí lượng,Chi phí lượng,Chi phí lượng,104.222.740.302,109.963.772.196,104222740302.0,109963772196.0
Chi phí khác,Chi phí khác,Chi phí khác,128.915.020.708,118.160.448.484,128915020708.0,118160448484.0
Hoàn nhập dự phòng nợ phải thu khó đòi,Hoàn nhập dự phòng nợ phải thu khó đòi,Hoàn nhập dự phòng nợ phải thu khó đòi,(149.692.187),(1.148.068.121),-149692187.0,-1148068121.0
,,,232.988.068.823,226.976.152.559,232988068823.0,226976152559.0
Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,,
Chi phí dịch vụ mua ngoài,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,6.059.089.754,1.565.775.746,6059089754.0,1565775746.0
Chi phí khác,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí khác,Chi phí khác,3.445.625.530,7.384.759.448,3445625530.0,7384759448.0
,,,9.504.715.284,8.950.535.194,9504715284.0,8950535194.0
