row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND","Máy móc,thiết bịVND",Phương tiệnvận tảiVND,Thiết bịvăn phòngVND,col_5,"numeric__Nhà cửa,vật kiến trúcVND","numeric__Máy móc,thiết bịVND",numeric__Phương tiệnvận tảiVND,numeric__Thiết bịvăn phòngVND,numeric__col_5
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,545.454.545,9.721.614.390,7.889.378.681.060,10.960.831.502,7.910.606.581.497,545454545.0,9721614390.0,7889378681060.0,10960831502.0,7910606581497.0
Mua trong năm,NGUYÊN GIÁ > Mua trong năm,Mua trong năm,-,-,386.787.836.788,1.502.897.567,388.290.734.355,,,386787836788.0,1502897567.0,388290734355.0
"Thanh lý, nhượng bán","NGUYÊN GIÁ > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(15.728.271),-,(56.569.917.133),(43.684.000),(56.629.329.404),-15728271.0,,-56569917133.0,-43684000.0,-56629329404.0
Tăng do góp vốn kinh doanh,NGUYÊN GIÁ > Tăng do góp vốn kinh doanh,Tăng do góp vốn kinh doanh,-,-,106.092.018.500,-,106.092.018.500,,,106092018500.0,,106092018500.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,529.726.274,9.721.614.390,8.325.688.619.215,12.420.045.069,8.348.360.004.948,529726274.0,9721614390.0,8325688619215.0,12420045069.0,8348360004948.0
GIÁ TRỊ HAO MÒN LUỸ KẾ,GIÁ TRỊ HAO MÒN LUỸ KẾ,GIÁ TRỊ HAO MÒN LUỸ KẾ,GIÁ TRỊ HAO MÒN LUỸ KẾ,GIÁ TRỊ HAO MÒN LUỸ KẾ,GIÁ TRỊ HAO MÒN LUỸ KẾ,GIÁ TRỊ HAO MÒN LUỸ KẾ,GIÁ TRỊ HAO MÒN LUỸ KẾ,,,,,
Số dư đầu năm,GIÁ TRỊ HAO MÒN LUỸ KẾ > Số dư đầu năm,Số dư đầu năm,(327.272.710),(8.441.029.353),(2.837.786.737.493),(6.698.845.862),(2.853.253.885.418),-327272710.0,-8441029353.0,-2837786737493.0,-6698845862.0,-2853253885418.0
Khẩu hao trong năm,GIÁ TRỊ HAO MÒN LUỸ KẾ > Khẩu hao trong năm,Khẩu hao trong năm,(54.545.448),(793.189.962),(573.214.213.045),(2.543.913.015),(576.605.861.470),-54545448.0,-793189962.0,-573214213045.0,-2543913015.0,-576605861470.0
"Thanh lý, nhượng bán","GIÁ TRỊ HAO MÒN LUỸ KẾ > Thanh lý, nhượng bán","Thanh lý, nhượng bán",11.009.790,-,42.424.961.529,43.684.000,42.479.655.319,11009790.0,,42424961529.0,43684000.0,42479655319.0
Số dư cuối năm,GIÁ TRỊ HAO MÒN LUỸ KẾ > Số dư cuối năm,Số dư cuối năm,(370.808.368),(9.234.219.315),(3.368.575.989.009),(9.199.074.877),(3.387.380.091.569),-370808368.0,-9234219315.0,-3368575989009.0,-9199074877.0,-3387380091569.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,158.917.906,487.395.075,4.957.112.630.206,3.220.970.192,4.960.979.913.379,158917906.0,487395075.0,4957112630206.0,3220970192.0,4960979913379.0
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,218.181.835,1.280.585.037,5.051.591.943.567,4.261.985.640,5.057.352.696.079,218181835.0,1280585037.0,5051591943567.0,4261985640.0,5057352696079.0
