row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,49.000.000.000,7.200.000.000,31.0,49000000000.0,7200000000.0
2. Tiền thu từ đi vay,III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền thu từ đi vay,2. Tiền thu từ đi vay,33,298.087.698.150,454.919.041.704,33.0,298087698150.0,454919041704.0
3. Tiền trả nợ gốc vay,III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Tiền trả nợ gốc vay,3. Tiền trả nợ gốc vay,34,(547.403.444.757),(1.150.787.337.915),34.0,-547403444757.0,-1150787337915.0
"4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(304.140.321.650),(231.839.629.612),36.0,-304140321650.0,-231839629612.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(504.456.068.257),(920.507.925.823),40.0,-504456068257.0,-920507925823.0
Lưu chuyển tiền thuần trong năm (50=20+30+40),III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (50=20+30+40),Lưu chuyển tiền thuần trong năm (50=20+30+40),50,621.202.824.147,(898.254.639.203),50.0,621202824147.0,-898254639203.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,1.338.548.595.430,2.236.855.073.354,60.0,1338548595430.0,2236855073354.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,(298.095.754),(51.838.721),61.0,-298095754.0,-51838721.0
Tiền và tương đương tiền cuối năm (70=50+60+61),III. LƯU CHUYỄN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm (70=50+60+61),Tiền và tương đương tiền cuối năm (70=50+60+61),70,1.959.453.323.823,1.338.548.595.430,70.0,1959453323823.0,1338548595430.0
