row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,23,21.776.984,18.698.643,23.0,21776984.0,18698643.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,24,(11.762.423),(10.602.026),24.0,-11762423.0,-10602026.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,10.014.561,8.096.617,,10014561.0,8096617.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,1.468.211,528.849,,1468211.0,528849.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(199.835),(138.139),,-199835.0,-138139.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,25,1.268.376,390.710,25.0,1268376.0,390710.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,26,213.692,237.571,26.0,213692.0,237571.0
Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,27,100.932,105.179,27.0,100932.0,105179.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,28,477.213,139.809,28.0,477213.0,139809.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,306.398,442.868,,306398.0,442868.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(285.455),(74.202),,-285455.0,-74202.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,29,20.943,368.666,29.0,20943.0,368666.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",30,384.283,300.260,30.0,384283.0,300260.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,12.480.000,9.638.812,,12480000.0,9638812.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,,(2.558.051),(2.247.302),,-2558051.0,-2247302.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,,(133.434),(96.536),,-133434.0,-96536.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(1.653.584),(1.588.539),,-1653584.0,-1588539.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,31,(4.345.069),(3.932.377),31.0,-4345069.0,-3932377.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,8.134.931,5.706.435,,8134931.0,5706435.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,,(681.933),(580.404),,-681933.0,-580404.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,7.452.998,5.126.031,,7452998.0,5126031.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,21.1,(1.419.108),(958.903),211.0,-1419108.0,-958903.0
Thu nhập/(chi phí) thuế thu nhập doanh nghiệp hoãn lại,Thu nhập/(chi phí) thuế thu nhập doanh nghiệp hoãn lại,Thu nhập/(chi phí) thuế thu nhập doanh nghiệp hoãn lại,21.2,4.062,(7.077),212.0,4062.0,-7077.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,,(1.415.046),(965.980),,-1415046.0,-965980.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,6.037.952,4.160.051,,6037952.0,4160051.0
