row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,96.830.514,"51,02",97.771.480,"59,58",96830514.0,51.02,97771480.0,59.58
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,49.919.743,"26,30",40.570.586,"24,72",49919743.0,26.3,40570586.0,24.72
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,41.006.965,"21,60",51.901.680,"31,63",41006965.0,21.6,51901680.0,31.63
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,2.393.832,"1,26",2.168.888,"1,32",2393832.0,1.26,2168888.0,1.32
Hộ kinh doanh,Hộ kinh doanh,Hộ kinh doanh,1.586.216,"0,84",1.105.500,"0,67",1586216.0,0.84,1105500.0,0.67
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,1.362.513,"0,72",1.675.933,"1,02",1362513.0,0.72,1675933.0,1.02
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong điều lệ của công ty,295.564,"0,16",139.157,"0,09",295564.0,0.16,139157.0,0.09
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,154.280,"0,08",96.207,"0,06",154280.0,0.08,96207.0,0.06
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,50.453,"0,03",54.465,"0,03",50453.0,0.03,54465.0,0.03
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,40.261,"0,02",34.124,"0,02",40261.0,0.02,34124.0,0.02
Khác,Khác,Khác,20.687,"0,01",24.940,"0,02",20687.0,0.01,24940.0,0.02
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,93.004.142,"48,98",66.321.397,"40,42",93004142.0,48.98,66321397.0,40.42
,,,189.834.656,"100,00",164.092.877,"100,00",189834656.0,100.0,164092877.0,100.0
