row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021%/năm,Ngày 31 tháng 12năm 2020%/năm,numeric__Ngày 31 tháng 12năm 2021%/năm,numeric__Ngày 31 tháng 12năm 2020%/năm
Bằng VND,Bằng VND,Bằng VND,"0,00 - 36,00","0,00 - 37,50",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"0,01 - 9,00","0,01 - 8,50",,
