row_label_raw,row_label_full,col_0,Miền BắcTriệu đồng,Miền TrungTriệu đồng,Miền NamTriệu đồng,Tổng bộ phậnđã báo cáoTriệu đồng,Loại trừTriệu đồng,Tổng cộngTriệu đồng,numeric__Miền BắcTriệu đồng,numeric__Miền TrungTriệu đồng,numeric__Miền NamTriệu đồng,numeric__Tổng bộ phậnđã báo cáoTriệu đồng,numeric__Loại trừTriệu đồng,numeric__Tổng cộngTriệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,8.116.278(6.079.307),4.534.428(3.119.441),35.997.787(29.435.184),48.648.493(38.633.932),(26.871.509)26.871.509,21.776.984(11.762.423),,,,,,
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,8.116.278(6.079.307),4.534.428(3.119.441),35.997.787(29.435.184),48.648.493(38.633.932),(26.871.509)26.871.509,21.776.984(11.762.423),,,,,,
Thu nhập lãi thuần,Chi phí lãi và các chi phí tương tự > Thu nhập lãi thuần,Thu nhập lãi thuần,2.036.971,1.414.987,6.562.603,10.014.561,-,10.014.561,2036971.0,1414987.0,6562603.0,10014561.0,,10014561.0
Các khoản thu nhập ngoài lãi,Chi phí lãi và các chi phí tương tự > Các khoản thu nhập ngoài lãi,Các khoản thu nhập ngoài lãi,98.745,41.811,2.324.883,2.465.439,-,2.465.439,98745.0,41811.0,2324883.0,2465439.0,,2465439.0
TỔNG THU NHẬP HOẠT ĐỘNG,Chi phí lãi và các chi phí tương tự > TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,2.135.716,1.456.798,8.887.486,12.480.000,-,12.480.000,2135716.0,1456798.0,8887486.0,12480000.0,,12480000.0
TỔNG CHI PHÍ HOẠT ĐỘNG,Chi phí lãi và các chi phí tương tự > TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,(699.393),(498.517),(3.147.159),(4.345.069),-,(4.345.069),-699393.0,-498517.0,-3147159.0,-4345069.0,,-4345069.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Chi phí lãi và các chi phí tương tự > Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,1.436.323,958.281,5.740.327,8.134.931,-,8.134.931,1436323.0,958281.0,5740327.0,8134931.0,,8134931.0
Chi phí dự phòng rủi ro tín dụng,Chi phí lãi và các chi phí tương tự > Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,(116.937),(113.802),(451.194),(681.933),-,(681.933),-116937.0,-113802.0,-451194.0,-681933.0,,-681933.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,Chi phí lãi và các chi phí tương tự > TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,1.319.386,844.479,5.289.133,7.452.998,-,7.452.998,1319386.0,844479.0,5289133.0,7452998.0,,7452998.0
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,,,
Tiền mặt và vàng,TÀI SẢN > Tiền mặt và vàng,Tiền mặt và vàng,628.236,446.908,1.370.431,2.445.575,-,2.445.575,628236.0,446908.0,1370431.0,2445575.0,,2445575.0
Tiền gửi tại và cho vay NHNN Việt Namvà các TCTD khác,TÀI SẢN > Tiền gửi tại và cho vay NHNN Việt Namvà các TCTD khác,Tiền gửi tại và cho vay NHNN Việt Namvà các TCTD khác,219.479,143.675,69.821.610,70.184.764,-,70.184.764,219479.0,143675.0,69821610.0,70184764.0,,70184764.0
Cho vay khách hàng - gộp,TÀI SẢN > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,35.806.159,35.241.427,118.787.070,189.834.656,-,189.834.656,35806159.0,35241427.0,118787070.0,189834656.0,,189834656.0
Đầu tư - gộp,TÀI SẢN > Đầu tư - gộp,Đầu tư - gộp,5.620.461,-,72.897.429,78.517.890,-,78.517.890,5620461.0,,72897429.0,78517890.0,,78517890.0
Tài sản khác – gộp,TÀI SẢN > Tài sản khác – gộp,Tài sản khác – gộp,17.870.353,761.858,24.567.913,43.200.124,(17.125.824),26.074.300,17870353.0,761858.0,24567913.0,43200124.0,-17125824.0,26074300.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,60.144.688,36.593.868,287.444.453,384.183.009,(17.125.824),367.057.185,60144688.0,36593868.0,287444453.0,384183009.0,-17125824.0,367057185.0
Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,Nợ PHẢI TRẢ,,,,,,
Các khoản nợ NHNN Việt Nam,Nợ PHẢI TRẢ > Các khoản nợ NHNN Việt Nam,Các khoản nợ NHNN Việt Nam,-,-,92.656,92.656,-,92.656,,,92656.0,92656.0,,92656.0
Tiền gửi và vay các TCTD khác,Nợ PHẢI TRẢ > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,16.778,-,104.866.658,104.883.436,-,104.883.436,16778.0,,104866658.0,104883436.0,,104883436.0
Tiền gửi của khách hàng,Nợ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,55.712.819,18.070.650,109.507.806,183.291.275,-,183.291.275,55712819.0,18070650.0,109507806.0,183291275.0,,183291275.0
Nợ phải trả khác,Nợ PHẢI TRẢ > Nợ phải trả khác,Nợ phải trả khác,2.682.975,17.348.509,45.477.790,65.509.274,(17.125.824),48.383.450,2682975.0,17348509.0,45477790.0,65509274.0,-17125824.0,48383450.0
TỔNG Nợ PHẢI TRẢ,Nợ PHẢI TRẢ > TỔNG Nợ PHẢI TRẢ,TỔNG Nợ PHẢI TRẢ,58.412.572,35.419.159,259.944.910,353.776.641,(17.125.824),336.650.817,58412572.0,35419159.0,259944910.0,353776641.0,-17125824.0,336650817.0
