row_label_raw,row_label_full,col_0,Trong nướcTriệu đồng,Nước ngoàiTriệu đồng,Tổng cộngTriệu đồng,numeric__Trong nướcTriệu đồng,numeric__Nước ngoàiTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản tại ngày 31 tháng 12 năm 2021,Tài sản tại ngày 31 tháng 12 năm 2021,Tài sản tại ngày 31 tháng 12 năm 2021,Tài sản tại ngày 31 tháng 12 năm 2021,Tài sản tại ngày 31 tháng 12 năm 2021,Tài sản tại ngày 31 tháng 12 năm 2021,,,
Tiền gửi tại và cho vay các TCTD khác,Tài sản tại ngày 31 tháng 12 năm 2021 > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,56.743.271,1.653.756,58.397.027,56743271.0,1653756.0,58397027.0
Cho vay khách hàng - gộp,Tài sản tại ngày 31 tháng 12 năm 2021 > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,189.834.656,-,189.834.656,189834656.0,,189834656.0
Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),Tài sản tại ngày 31 tháng 12 năm 2021 > Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),21.344.900,-,21.344.900,21344900.0,,21344900.0
Chứng khoán kinh doanh và chứng khoánđầu tư - gộp,Tài sản tại ngày 31 tháng 12 năm 2021 > Chứng khoán kinh doanh và chứng khoánđầu tư - gộp,Chứng khoán kinh doanh và chứng khoánđầu tư - gộp,77.313.781,-,77.313.781,77313781.0,,77313781.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản tại ngày 31 tháng 12 năm 2021 > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",1.204.109,-,1.204.109,1204109.0,,1204109.0
Công nợ tại ngày 31 tháng 12 năm 2021,Công nợ tại ngày 31 tháng 12 năm 2021,Công nợ tại ngày 31 tháng 12 năm 2021,Công nợ tại ngày 31 tháng 12 năm 2021,Công nợ tại ngày 31 tháng 12 năm 2021,Công nợ tại ngày 31 tháng 12 năm 2021,,,
Tiền gửi và vay các TCTD khác,Công nợ tại ngày 31 tháng 12 năm 2021 > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,93.033.080,11.850.356,104.883.436,93033080.0,11850356.0,104883436.0
Tiền gửi của khách hàng,Công nợ tại ngày 31 tháng 12 năm 2021 > Tiền gửi của khách hàng,Tiền gửi của khách hàng,183.291.275,-,183.291.275,183291275.0,,183291275.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Công nợ tại ngày 31 tháng 12 năm 2021 > Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro",2.936.864,-,2.936.864,2936864.0,,2936864.0
Phát hành giấy tờ có giá,Công nợ tại ngày 31 tháng 12 năm 2021 > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,31.523.326,7.439.787,38.963.113,31523326.0,7439787.0,38963113.0
Cam kết ngoại bằng taiingày 31 tháng 12 năm 2021,Công nợ tại ngày 31 tháng 12 năm 2021 > Cam kết ngoại bằng taiingày 31 tháng 12 năm 2021,Cam kết ngoại bằng taiingày 31 tháng 12 năm 2021,61.780.837,-,61.780.837,61780837.0,,61780837.0
