row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,86.524.661,88.077.076,86524661.0,88077076.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,30.809.827,32.092.592,30809827.0,32092592.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,21.922.516,17.829.491,21922516.0,17829491.0
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,11.960.352,12.035.698,11960352.0,12035698.0
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,5.784.265,13.034.544,5784265.0,13034544.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,3.878.755,3.790.016,3878755.0,3790016.0
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,3.786.165,1.963.889,3786165.0,1963889.0
"Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội",3.335.511,2.843.527,3335511.0,2843527.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,3.044.729,2.462.874,3044729.0,2462874.0
Công ty liên doanh nước ngoài,Công ty liên doanh nước ngoài,Công ty liên doanh nước ngoài,928.622,780.021,928622.0,780021.0
Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chỉ phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chỉ phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chỉ phối,119.899,162.735,119899.0,162735.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,13.542,9.718,13542.0,9718.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,3.694,17.897,3694.0,17897.0
Hộ kinh doanh,Hộ kinh doanh,Hộ kinh doanh,1.219,777,1219.0,777.0
Khác,Khác,Khác,935.565,1.053.297,935565.0,1053297.0
Tiền gửi của cá nhân,Tiền gửi của cá nhân,Tiền gửi của cá nhân,96.766.614,86.562.569,96766614.0,86562569.0
,,,183.291.275,174.639.645,183291275.0,174639645.0
