row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.468.211,528.849,1468211.0,528849.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,638.327,321.560,638327.0,321560.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,17.561,19.207,17561.0,19207.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,409,-,409.0,
Thu phí dịch vụ bảo quản tài sản,Thu phí dịch vụ bảo quản tài sản,Thu phí dịch vụ bảo quản tài sản,355,1.772,355.0,1772.0
Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,101,193,101.0,193.0
Thu từ dịch vụ môi giới bảo hiểm,Thu từ dịch vụ môi giới bảo hiểm,Thu từ dịch vụ môi giới bảo hiểm,660.916,87.806,660916.0,87806.0
Thu khác,Thu khác,Thu khác,150.542,98.311,150542.0,98311.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(199.835),(138.139),-199835.0,-138139.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(136.337),(88.217),-136337.0,-88217.0
Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,Chi dịch vụ tư vấn,(112),-,-112.0,
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(13.406),(11.848),-13406.0,-11848.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(15.574),(15.386),-15574.0,-15386.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(7.097),(5.677),-7097.0,-5677.0
Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,-,(1.627),,-1627.0
Chi khác,Chi khác,Chi khác,(27.309),(15.384),-27309.0,-15384.0
,,,1.268.376,390.710,1268376.0,390710.0
