row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021%/năm,Ngày 31 tháng 12năm 2020%/năm,numeric__Ngày 31 tháng 12năm 2021%/năm,numeric__Ngày 31 tháng 12năm 2020%/năm
Tiền gửi CKH bằng VND,Tiền gửi CKH bằng VND,Tiền gửi CKH bằng VND,"1,00 – 3,00","0,12 - 1,00",,
Tiền gửi CKH bằng ngoại tệ,Tiền gửi CKH bằng ngoại tệ,Tiền gửi CKH bằng ngoại tệ,"0,17 – 0,50","0,20 - 0,25",,
