row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,42.642.461,30.524.511,42642461.0,30524511.0
Trái phiếu Chính phủ (a),Trái phiếu Chính phủ (a),Trái phiếu Chính phủ (a),20.986.009,15.802.560,20986009.0,15802560.0
Trái phiếu và chứng chỉ tiền gửi do các TCTDkhác trong nước phát hành (b),Trái phiếu và chứng chỉ tiền gửi do các TCTDkhác trong nước phát hành (b),Trái phiếu và chứng chỉ tiền gửi do các TCTDkhác trong nước phát hành (b),15.198.883,9.374.957,15198883.0,9374957.0
Trái phiếu do các tổ chức kinh tế trong nướcphát hành (c),Trái phiếu do các tổ chức kinh tế trong nướcphát hành (c),Trái phiếu do các tổ chức kinh tế trong nướcphát hành (c),6.457.569,5.346.994,6457569.0,5346994.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,1.013.973,1.013.973,1013973.0,1013973.0
Chứng khoán Vốn do các tổ chức kinh tẻtrong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tẻtrong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tẻtrong nước phát hành,1.013.973,1.013.973,1013973.0,1013973.0
,,,43.656.434,31.538.484,43656434.0,31538484.0
Dự phòng rủi ro chứng khoánsản sàng để bán,Dự phòng rủi ro chứng khoánsản sàng để bán,Dự phòng rủi ro chứng khoánsản sàng để bán,(70.436),(37.503),-70436.0,-37503.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(22.867),(2.748),-22867.0,-2748.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(47.569),(34.755),-47569.0,-34755.0
,,,43.585.998,31.500.981,43585998.0,31500981.0
