row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,7.452.998,5.126.031,7452998.0,5126031.0
Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng,Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng,Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng,1.490.600,1.025.206,1490600.0,1025206.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,,,
- Thu nhập từ cổ tức,Các khoản điều chỉnh giảm: > - Thu nhập từ cổ tức,- Thu nhập từ cổ tức,(76.857),(60.052),-76857.0,-60052.0
- Điều chỉnh giảm khác,Các khoản điều chỉnh giảm: > - Điều chỉnh giảm khác,- Điều chỉnh giảm khác,(602),(7.077),-602.0,-7077.0
- Điều chỉnh giảm thu nhập chịu thuế,Các khoản điều chỉnh giảm: > - Điều chỉnh giảm thu nhập chịu thuế,- Điều chỉnh giảm thu nhập chịu thuế,-,(600),,-600.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,,,
- Điều chỉnh tăng khác,Các khoản điều chỉnh tăng: > - Điều chỉnh tăng khác,- Điều chỉnh tăng khác,4.664,-,4664.0,
- Chi phí không được trừ,Các khoản điều chỉnh tăng: > - Chi phí không được trừ,- Chi phí không được trừ,562,687,562.0,687.0
Điều chỉnh số thuế phải nộp các năm trước,Các khoản điều chỉnh tăng: > Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,741,739,741.0,739.0
Chi phí thuế TNDN ước tính trong năm,Các khoản điều chỉnh tăng: > Chi phí thuế TNDN ước tính trong năm,Chi phí thuế TNDN ước tính trong năm,1.419.108,958.903,1419108.0,958903.0
