row_label_raw,row_label_full,col_0,Lĩnh vực hoạt động,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực hoạt động,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Lĩnh vực hoạt động,Giá gốc Triệu đồng,Tỷ lệ sở hữu (%),Giá gốc Triệu đồng,Tỷ lệ sở hữu (%),,,,,
"Công ty Tài chính TNHH HD SAISON (""HD SAISON""), tên gọi trước đây là Công ty Tài chính TNHH Một Thành viên Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh","Công ty Tài chính TNHH HD SAISON (""HD SAISON""), tên gọi trước đây là Công ty Tài chính TNHH Một Thành viên Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh","Công ty Tài chính TNHH HD SAISON (""HD SAISON""), tên gọi trước đây là Công ty Tài chính TNHH Một Thành viên Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh",Tài chính/ngân hàng,1.039.688,"50,00",1.039.688,"50,00",,1039688.0,50.0,1039688.0,50.0
Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản - Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh,Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản - Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh,Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản - Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh,Quản lý tài sản,20.000,"100,00",20.000,"100,00",,20000.0,100.0,20000.0,100.0
,,,,1.059.688,,1.059.688,,,1059688.0,,1059688.0,
