row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,306.398,442.868,306398.0,442868.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,137.279,257.612,137279.0,257612.0
Thu từ nghiệp vụ phải sinh lãi suất và hàng hóa,Thu từ nghiệp vụ phải sinh lãi suất và hàng hóa,Thu từ nghiệp vụ phải sinh lãi suất và hàng hóa,79.294,60.780,79294.0,60780.0
Thu lãi trả chậm từ thanh lý tài sản,Thu lãi trả chậm từ thanh lý tài sản,Thu lãi trả chậm từ thanh lý tài sản,43.067,75.229,43067.0,75229.0
Thu nhập từ dịch vụ hỗ trợ công nghệ thông tin,Thu nhập từ dịch vụ hỗ trợ công nghệ thông tin,Thu nhập từ dịch vụ hỗ trợ công nghệ thông tin,20.560,29.358,20560.0,29358.0
Thu tiền cho thuê lại văn phòng,Thu tiền cho thuê lại văn phòng,Thu tiền cho thuê lại văn phòng,10.930,9.172,10930.0,9172.0
Thu từ giao dịch bán nợ,Thu từ giao dịch bán nợ,Thu từ giao dịch bán nợ,45,-,45.0,
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,-,3.113,,3113.0
Thu nhập thuần từ thanh lý tài sản cố định,Thu nhập thuần từ thanh lý tài sản cố định,Thu nhập thuần từ thanh lý tài sản cố định,-,287,,287.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,15.223,7.317,15223.0,7317.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(285.455),(74.202),-285455.0,-74202.0
Chi tài trợ và hoạt động xã hội,Chi tài trợ và hoạt động xã hội,Chi tài trợ và hoạt động xã hội,(115.659),(7.743),-115659.0,-7743.0
Chi phí nghiệp vụ phải sinh lãi suất và hàng hóa,Chi phí nghiệp vụ phải sinh lãi suất và hàng hóa,Chi phí nghiệp vụ phải sinh lãi suất và hàng hóa,(98.000),(63.620),-98000.0,-63620.0
Chi thanh lý hợp đồng,Chi thanh lý hợp đồng,Chi thanh lý hợp đồng,(67.500),-,-67500.0,
Chi phí về thanh lý tài sản cố định,Chi phí về thanh lý tài sản cố định,Chi phí về thanh lý tài sản cố định,(16),-,-16.0,
Chi phí khác,Chi phí khác,Chi phí khác,(4.280),(2.839),-4280.0,-2839.0
,,,20.943,368.666,20943.0,368666.0
