row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021%/năm,Ngày 31 tháng 12năm 2020%/năm,numeric__Ngày 31 tháng 12năm 2021%/năm,numeric__Ngày 31 tháng 12năm 2020%/năm
Bằng VND,Bằng VND,Bằng VND,"1,25 – 2,90","0,11 - 1,10",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"0,10 – 0,50","0,01 - 0,25",,
