row_label_raw,row_label_full,Giá trị,Số có khả năng trả nợ,Giá trị_1,Số có khả năng trả nợ_1,numeric__Số có khả năng trả nợ,numeric__Giá trị_1,numeric__Số có khả năng trả nợ_1
230.529.989.839,230.529.989.839,230.529.989.839,230.529.989.839,166.742.868.656,166.742.868.656,230529989839.0,166742868656.0,166742868656.0
174.916.458.873,174.916.458.873,174.916.458.873,174.916.458.873,116.545.094.114,116.545.094.114,174916458873.0,116545094114.0,116545094114.0
721.000.000,721.000.000,721.000.000,721.000.000,-,-,721000000.0,,
112.650.000,112.650.000,112.650.000,112.650.000,412.000.000,412.000.000,112650000.0,412000000.0,412000000.0
1.195.304.000,1.195.304.000,1.195.304.000,1.195.304.000,-,-,1195304000.0,,
10.000.000,10.000.000,10.000.000,10.000.000,15.344.365.177,15.344.365.177,10000000.0,15344365177.0,15344365177.0
-,-,-,-,14.733.684.000,14.733.684.000,,14733684000.0,14733684000.0
989.766.330,989.766.330,989.766.330,989.766.330,28.260.801.916,28.260.801.916,989766330.0,28260801916.0,28260801916.0
3.375.133.010,3.375.133.010,3.375.133.010,3.375.133.010,3.375.133.010,3.375.133.010,3375133010.0,3375133010.0,3375133010.0
169.301.000,169.301.000,169.301.000,169.301.000,656.002.154,656.002.154,169301000.0,656002154.0,656002154.0
2.552.438.731,2.552.438.731,2.552.438.731,2.552.438.731,-,-,2552438731.0,,
2.684.691.660,2.684.691.660,2.684.691.660,2.684.691.660,-,-,2684691660.0,,
2.384.188.715,2.384.188.715,2.384.188.715,2.384.188.715,-,-,2384188715.0,,
1.522.642.851,1.522.642.851,1.522.642.851,1.522.642.851,-,-,1522642851.0,,
122.491.454.000,122.491.454.000,122.491.454.000,122.491.454.000,-,-,122491454000.0,,
36.707.888.576,36.707.888.576,36.707.888.576,36.707.888.576,53.763.107.857,53.763.107.857,36707888576.0,53763107857.0,53763107857.0
55.613.530.966,55.613.530.966,55.613.530.966,55.613.530.966,50.197.774.542,50.197.774.542,55613530966.0,50197774542.0,50197774542.0
-,-,-,-,20.713.793.022,20.713.793.022,,20713793022.0,20713793022.0
32.423.041.004,32.423.041.004,32.423.041.004,32.423.041.004,15.409.277.220,15.409.277.220,32423041004.0,15409277220.0,15409277220.0
15.548.127.266,15.548.127.266,15.548.127.266,15.548.127.266,14.074.704.300,14.074.704.300,15548127266.0,14074704300.0,14074704300.0
1.796.396.412,1.796.396.412,1.796.396.412,1.796.396.412,-,-,1796396412.0,,
5.845.966.284,5.845.966.284,5.845.966.284,5.845.966.284,-,-,5845966284.0,,
230.529.989.839,230.529.989.839,230.529.989.839,230.529.989.839,166.742.868.656,166.742.868.656,230529989839.0,166742868656.0,166742868656.0
