row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Năm 2021,Năm 2020,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm 2021,numeric__Năm 2020
- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,Công ty con,"Phải thu duy tu bảo dưỡng hầm, đường",22.607.397.457,20.603.812.712,,,22607397457.0,20603812712.0
- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,Công ty con,Phải thu vận hành trạm thu phí,4.074.030.800,1.217.433.000,,,4074030800.0,1217433000.0
- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,Công ty con,Ứng trước công trình,-,-,,,,
- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,Công ty con,Cộng,26.681.428.257,21.821.245.712,,,26681428257.0,21821245712.0
- Công ty cổ phần Đầu tư Đèo Cả,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty cổ phần Đầu tư Đèo Cả,- Công ty cổ phần Đầu tư Đèo Cả,Công ty con,"Phải thu duy tu bảo dưỡng hầm, đường",63.860.155.250,143.001.325.500,,,63860155250.0,143001325500.0
- Công ty cổ phần Đầu tư Đèo Cả,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty cổ phần Đầu tư Đèo Cả,- Công ty cổ phần Đầu tư Đèo Cả,Công ty con,Phải thu vận hành trạm thu phí,5.463.215.005,2.786.170.997,,,5463215005.0,2786170997.0
- Công ty cổ phần Đầu tư Đèo Cả,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty cổ phần Đầu tư Đèo Cả,- Công ty cổ phần Đầu tư Đèo Cả,Công ty con,Phải thu thi công hoạt động xây lắp,91.361.215.322,37.652.285.312,,,91361215322.0,37652285312.0
- Công ty cổ phần Đầu tư Đèo Cả,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty cổ phần Đầu tư Đèo Cả,- Công ty cổ phần Đầu tư Đèo Cả,Công ty con,Phải thu dịch vụ khác,965.078.270,965.078.270,,,965078270.0,965078270.0
- Công ty cổ phần Đầu tư Đèo Cả,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty cổ phần Đầu tư Đèo Cả,- Công ty cổ phần Đầu tư Đèo Cả,Công ty con,Cộng,161.649.663.847,184.404.860.079,,,161649663847.0,184404860079.0
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,Phải thu tiền vận hành trạm thu phí,1.006.945.800,614.754.900,,,1006945800.0,614754900.0
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,Phải thu tiền thi công công trình xây lắp,31.167.934.320,13.017.985.320,,,31167934320.0,13017985320.0
