row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Năm 2021,Năm 2020,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm 2021,numeric__Năm 2020
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,"Phải thu Vận hành bảo dưỡng hầm, đường",19.832.381.700,43.523.187.000,,,19832381700.0,43523187000.0
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,Cộng,52.007.261.820,57.155.927.220,,,52007261820.0,57155927220.0
- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,Phải thu,-,1.324.856.876,,,,1324856876.0
- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,Cộng,-,1.324.856.876,,,,1324856876.0
- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty liên kết,"Phải thu duy tu bảo dưỡng hầm, đường",775.564.000,1.367.286.600,,,775564000.0,1367286600.0
- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty liên kết,Phải thu Vận hành các trạm thu phí,2.346.951.400,990.919.211,,,2346951400.0,990919211.0
- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty liên kết,Phải thu thi công trung tu,4.895.625.934,-,,,4895625934.0,
- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty liên kết,Cộng,8.018.141.334,2.358.205.811,,,8018141334.0,2358205811.0
- Công ty cổ phần Tập Đoàn Đèo cá,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty cổ phần Tập Đoàn Đèo cá,- Công ty cổ phần Tập Đoàn Đèo cá,Công ty mẹ,Phải thu,140.481.698.327,-,,,140481698327.0,
- Công ty cổ phần Tập Đoàn Đèo cá,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty cổ phần Tập Đoàn Đèo cá,- Công ty cổ phần Tập Đoàn Đèo cá,Công ty mẹ,Cộng,140.481.698.327,-,,,140481698327.0,
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Phải thu cho thuê xe,420.000.000,-,,,420000000.0,
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Phải thu cho thuê bắt động sản,-,287.557.252,,,,287557252.0
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Phải thu cung cấp dịch vụ,6.236.906.673,2.506.939.600,,,6236906673.0,2506939600.0
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan Thị Mai,Cộng,6.656.906.673,2.794.496.852,,,6656906673.0,2794496852.0
