row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,31/12/2021,01/01/2021,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__31/12/2021,numeric__01/01/2021
- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,,,,
- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN > - Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,Phải trả,-,20.713.793.022,,,,20713793022.0
,,,,Cộng,-,20.713.793.022,,,,20713793022.0
- Công ty cổ phần Tập Đoàn Đẻo cả,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,Phải trả tiền vé máy bay,1.496.249.851,749.145.107,,,1496249851.0,749145107.0
- Công ty cổ phần Tập Đoàn Đẻo cả,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,Phải trả tiền cung cấp công nghệ thông tin,2.746.185.750,1.572.936.750,,,2746185750.0,1572936750.0
- Công ty cổ phần Tập Đoàn Đẻo cả,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,"Phải trả mua công cụ dụng cụ, tài sản",558.936.253,558.936.253,,,558936253.0,558936253.0
- Công ty cổ phần Tập Đoàn Đẻo cả,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,Phải trả mua vật tư,19.270.116.299,4.756.706.259,,,19270116299.0,4756706259.0
- Công ty cổ phần Tập Đoàn Đẻo cả,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,Phải trả mua đồng phục,1.304.174.025,1.304.174.025,,,1304174025.0,1304174025.0
- Công ty cổ phần Tập Đoàn Đẻo cả,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,Phải trả khác,6.467.378.826,6.467.378.826,,,6467378826.0,6467378826.0
- Công ty cổ phần Tập Đoàn Đẻo cả,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,Phải trả chi phí đào tạo thạc sĩ,580.000.000,-,,,580000000.0,
,,,,Cộng,32.423.041.004,15.409.277.220,,,32423041004.0,15409277220.0
- Công ty Cổ phần An ninh Đẻo Cả,- PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN > - Công ty Cổ phần An ninh Đẻo Cả,- Công ty Cổ phần An ninh Đẻo Cả,Người có liên quan của Trường BKS Nguyễn Minh Giang,Phải trả cung cấp dịch vụ,15.548.127.266,14.074.704.300,,,15548127266.0,14074704300.0
