row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm 2021,Năm 2020,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm 2021,numeric__Năm 2020
,,,,"Bản hàng hóa, dịch vụ",,,,,,
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,"Doanh thu hoạt động duy tubảo dưỡng hầm, đường",19.466.994.545,43.553.335.591,,,19466994545.0,43553335591.0
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,Doanh thu hoạt động xây lắp,20.149.656.365,11.560.120.909,,,20149656365.0,11560120909.0
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,Doanh thu vận hành trạm thu phí,6.115.105.908,4.666.375.362,,,6115105908.0,4666375362.0
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,Cộng,45.731.756.818,59.779.831.862,,,45731756818.0,59779831862.0
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,Doanh thu hoạt động tài chính,,,,,,
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT > - Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,Tạm ứng cổ tức,30.652.265.189,28.132.900.927,,,30652265189.0,28132900927.0
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT > - Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,Cộng,30.652.265.189,28.132.900.927,,,30652265189.0,28132900927.0
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty con,"Bản hàng hóa, dịch vụ",,,,,,
- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Phước Tượng Phú Gia BOT > - Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,Doanh thu đầu,-,33.843.264,,,,33843264.0
- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Phước Tượng Phú Gia BOT > - Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,Doanh thu nước uống đóng chai,1.196.364,24.359.090,,,1196364.0,24359090.0
- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Phước Tượng Phú Gia BOT > - Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,"Doanh thu cho thuê thiết bị, văn phòng",-,113.636.363,,,,113636363.0
