row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm 2021,Năm 2020,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm 2021,numeric__Năm 2020
- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,Công ty con,"Bản hàng hóa, dịch vụ",,,,,,
- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,Công ty con,"Doanh thu hoạt động duy tubảo dưỡng hầm, đường",21.862.595.453,28.259.692.192,,,21862595453.0,28259692192.0
- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,Công ty con,Doanh thu vận hành các trạm thu phí,25.980.305.455,24.695.154.841,,,25980305455.0,24695154841.0
- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,Công ty con,Cộng,47.842.900.908,52.954.847.033,,,47842900908.0,52954847033.0
- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,Công ty con,Giao dịch khác,,,,,,
- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,Công ty con,Đầu tư dài hạn,-,82.000.000.000,,,,82000000000.0
- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,Công ty con,Đặt cọc góp vốn,82.500.000.000,95.800.000.000,,,82500000000.0,95800000000.0
- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn > - Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,- Công ty Cổ Phần BOT Bắc Giang Lạng Sơn,Công ty con,Cộng,82.500.000.000,177.800.000.000,,,82500000000.0,177800000000.0
- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,Công ty con,"Bản hàng hóa, dịch vụ",,,,,,
- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả > - Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,Công ty con,Doanh thu hoạt động xây lắp,62.037.603.636,102.849.923.639,,,62037603636.0,102849923639.0
- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả > - Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,Công ty con,Doanh thu vận hành trạm thu phí,19.033.371.461,20.020.978.404,,,19033371461.0,20020978404.0
- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả > - Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,Công ty con,"Doanh thu hoạt động duy tubảo dưỡng hầm, đường",209.864.406.360,196.980.628.180,,,209864406360.0,196980628180.0
- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả > - Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,Công ty con,Doanh thu kinh doanh bắt động sản,-,2.070.775.458,,,,2070775458.0
- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả > - Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,Công ty con,Cộng,290.935.381.457,321.922.305.681,,,290935381457.0,321922305681.0
- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,Công ty con,Giao dịch khác,,,,,,
- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả > - Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,Công ty con,Tiền bảo hành các công trình,-,79.892.000,,,,79892000.0
- Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả > - Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,Công ty con,Đặt cọc góp vốn,-,180.700.000.000,,,,180700000000.0
