row_label_raw,row_label_full,col_0,Trích lập dự phòng,Giá trị,Trích lập dự phòng_1,Giá trị_1,numeric__Trích lập dự phòng,numeric__Giá trị,numeric__Trích lập dự phòng_1,numeric__Giá trị_1
b) Dải hạn,b) Dải hạn,b) Dải hạn,-,3.094.427.531,-,-,,3094427531.0,,
Bên liên quan,Bên liên quan,Bên liên quan,-,-,-,-,,,,
Công ty cổ phần Đầu tư Đèo Cả,Bên liên quan > Công ty cổ phần Đầu tư Đèo Cả,Công ty cổ phần Đầu tư Đèo Cả,-,3.094.427.531,-,-,,3094427531.0,,
Cộng,Bên liên quan > Cộng,Cộng,11.035.892.482,631.018.108.129,11.035.892.482,288.399.822.070,11035892482.0,631018108129.0,11035892482.0,288399822070.0
