row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Năm 2021,Năm 2020,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm 2021,numeric__Năm 2020
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Chi phí cung cấp công nghệ thông tin,1.066.590.000,1.110.936.750,,,1066590000.0,1110936750.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Chi phí mua vật tư,30.352.498.005,4.756.706.259,,,30352498005.0,4756706259.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Chi phí đào tạo thạc sĩ,-,180.000.000,,,,180000000.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,"Chi phí bán tài sản cố định, công cụ dụng cụ",-,558.936.253,,,,558936253.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Chi phí mua đồng phục,-,1.304.174.025,,,,1304174025.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Chi phí vận hành trạm thu phí,-,6.467.378.826,,,,6467378826.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Cho Công ty Vay tiền,119.600.000.000,280.131.895.603,,,119600000000.0,280131895603.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Cộng,151.746.455.953,294.941.619.328,,,151746455953.0,294941619328.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Chi phí tài chính,,,,,,
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Chi phí lãi vay,6.996.173.417,13.872.460.460,,,6996173417.0,13872460460.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Cộng,6.996.173.417,13.872.460.460,,,6996173417.0,13872460460.0
