row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Năm 2021,Năm 2020,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm 2021,numeric__Năm 2020
- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,Công ty liên kết,Đầu tư,,,,,,
- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị > - Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,Công ty liên kết,Đầu tư dài hạn,10.000.000.000,30.000.000.000,,,10000000000.0,30000000000.0
- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị > - Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,Công ty liên kết,Cộng,10.000.000.000,30.000.000.000,,,10000000000.0,30000000000.0
- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,Công ty liên kết,Thu nhập khác,,,,,,
- Công ty Cổ phần Đầu tư ViNaLog,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị > - Công ty Cổ phần Đầu tư ViNaLog,- Công ty Cổ phần Đầu tư ViNaLog,"Người có liên quan của Thành viên HĐQT, TGD",Thu nhập về thanh lý tài sản,28.181.818.182,-,,,28181818182.0,
- Công ty Cổ phần Đầu tư ViNaLog,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị > - Công ty Cổ phần Đầu tư ViNaLog,- Công ty Cổ phần Đầu tư ViNaLog,Nguyễn Quang Huy,Cộng,28.181.818.182,-,,,28181818182.0,
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,"Bán hàng hóa, dịch vụ",,,,,,
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,"Doanh thu cho thuê thiết bị, phương tiện",1.291.363.636,154.545.453,,,1291363636.0,154545453.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Doanh thu hoạt động xây lắp,270.133.492.202,24.859.944.667,,,270133492202.0,24859944667.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Doanh thu nước uống đóng chai,2.900.908,42.685.452,,,2900908.0,42685452.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Doanh thu khác,-,514.622.364,,,,514622364.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Cộng,271.427.756.746,25.571.797.936,,,271427756746.0,25571797936.0
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,"Mua hàng hóa, dịch vụ",,,,,,
- Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả > - Công ty cổ phần Tập Đoàn Đèo cả,- Công ty cổ phần Tập Đoàn Đèo cả,Công ty mẹ,Chi phí vé máy bay,727.367.948,431.591.612,,,727367948.0,431591612.0
