row_label_raw,row_label_full,Chỉ tiêu,"Nhà cửa, vật kiến trúc","Máy móc, thiết bị","Phương tiện vận tải, truyền dẫn",Thiết bị quản lý,TSCĐ khác,Cộng,"numeric__Nhà cửa, vật kiến trúc","numeric__Máy móc, thiết bị","numeric__Phương tiện vận tải, truyền dẫn",numeric__Thiết bị quản lý,numeric__TSCĐ khác,numeric__Cộng
I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,,,,,,
1. Số dư đầu năm,I. Nguyên giá > 1. Số dư đầu năm,1. Số dư đầu năm,45.312.498.006,21.732.477.349,51.763.460.332,3.714.930.595,-,122.523.366.282,45312498006.0,21732477349.0,51763460332.0,3714930595.0,,122523366282.0
2. Số tăng trong năm,I. Nguyên giá > 2. Số tăng trong năm,2. Số tăng trong năm,-,152.000.000,-,-,-,152.000.000,,152000000.0,,,,152000000.0
- Mua trong năm,I. Nguyên giá > - Mua trong năm,- Mua trong năm,-,152.000.000,-,-,-,152.000.000,,152000000.0,,,,152000000.0
- Tăng khác,- Tăng khác,- Tăng khác,-,-,-,-,-,-,,,,,,
3. Số giảm trong năm,- Tăng khác > 3. Số giảm trong năm,3. Số giảm trong năm,18.335.168.721,6.630.589.108,2.942.839.831,3.079.864.330,-,30.988.461.990,18335168721.0,6630589108.0,2942839831.0,3079864330.0,,30988461990.0
"- Thanh lý, nhượng bán","- Tăng khác > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",18.335.168.721,6.630.589.108,2.942.839.831,3.079.864.330,-,30.988.461.990,18335168721.0,6630589108.0,2942839831.0,3079864330.0,,30988461990.0
- Giảm khác,- Giảm khác,- Giảm khác,,,,,-,,,,,,,
4. Số dư cuối năm,- Giảm khác > 4. Số dư cuối năm,4. Số dư cuối năm,26.977.329.285,15.253.888.241,48.820.620.501,635.066.265,-,91.686.904.292,26977329285.0,15253888241.0,48820620501.0,635066265.0,,91686904292.0
II. Giá trị hao mòn luỹ kê,II. Giá trị hao mòn luỹ kê,II. Giá trị hao mòn luỹ kê,II. Giá trị hao mòn luỹ kê,II. Giá trị hao mòn luỹ kê,II. Giá trị hao mòn luỹ kê,II. Giá trị hao mòn luỹ kê,II. Giá trị hao mòn luỹ kê,II. Giá trị hao mòn luỹ kê,,,,,,
1. Số dư đầu năm,II. Giá trị hao mòn luỹ kê > 1. Số dư đầu năm,1. Số dư đầu năm,16.379.302.760,14.214.067.569,42.143.992.737,2.273.762.521,-,75.011.125.587,16379302760.0,14214067569.0,42143992737.0,2273762521.0,,75011125587.0
2. Khấu hao trong năm,II. Giá trị hao mòn luỹ kê > 2. Khấu hao trong năm,2. Khấu hao trong năm,1.507.068.487,1.660.354.711,2.518.098.760,305.167.437,-,5.990.689.395,1507068487.0,1660354711.0,2518098760.0,305167437.0,,5990689395.0
- Khấu hao trong năm,II. Giá trị hao mòn luỹ kê > - Khấu hao trong năm,- Khấu hao trong năm,1.507.068.487,1.660.354.711,2.518.098.760,305.167.437,-,5.990.689.395,1507068487.0,1660354711.0,2518098760.0,305167437.0,,5990689395.0
- Tăng khác,- Tăng khác,- Tăng khác,-,-,-,-,-,-,,,,,,
3. Giảm trong năm,- Tăng khác > 3. Giảm trong năm,3. Giảm trong năm,6.149.606.581,4.876.698.382,2.919.238.137,1.967.691.090,-,15.913.234.190,6149606581.0,4876698382.0,2919238137.0,1967691090.0,,15913234190.0
"- Thanh lý, nhượng bán","- Tăng khác > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",6.149.606.581,4.876.698.382,2.919.238.137,1.967.691.090,-,15.913.234.190,6149606581.0,4876698382.0,2919238137.0,1967691090.0,,15913234190.0
- Giảm khác,- Giảm khác,- Giảm khác,-,-,-,-,-,-,,,,,,
4. Số dư cuối năm,- Giảm khác > 4. Số dư cuối năm,4. Số dư cuối năm,11.736.764.666,10.997.723.898,41.742.853.360,611.238.868,-,65.088.580.792,11736764666.0,10997723898.0,41742853360.0,611238868.0,,65088580792.0
III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,,,,,,
1. Tại ngày đầu năm,III. Giá trị còn lại > 1. Tại ngày đầu năm,1. Tại ngày đầu năm,28.933.195.246,7.518.409.780,9.619.467.595,1.441.168.074,-,47.512.240.695,28933195246.0,7518409780.0,9619467595.0,1441168074.0,,47512240695.0
2. Tại ngày cuối năm,III. Giá trị còn lại > 2. Tại ngày cuối năm,2. Tại ngày cuối năm,15.240.564.619,4.256.164.343,7.077.767.141,23.827.397,-,26.598.323.500,15240564619.0,4256164343.0,7077767141.0,23827397.0,,26598323500.0
