row_label_raw,row_label_full,Năm nay,Năm trước,numeric__Năm trước
253.706.355.450,253.706.355.450,253.706.355.450,273.882.087.781,273882087781.0
634.211.145.006,634.211.145.006,634.211.145.006,191.579.031.010,191579031010.0
8.702.727.273,8.702.727.273,8.702.727.273,12.256.638.637,12256638637.0
-,-,-,4.664.914.551,4664914551.0
59.704.736.459,59.704.736.459,59.704.736.459,57.490.029.421,57490029421.0
24.945.447.258,24.945.447.258,24.945.447.258,4.890.572.547,4890572547.0
981.270.411.446,981.270.411.446,981.270.411.446,544.763.273.947,544763273947.0
704.811.511.042,704.811.511.042,704.811.511.042,479.053.785.424,479053785424.0
253.706.355.450,253.706.355.450,253.706.355.450,273.882.087.781,273882087781.0
380.186.811.511,380.186.811.511,380.186.811.511,139.269.989.215,139269989215.0
-,-,-,4.664.914.551,4664914551.0
59.704.736.459,59.704.736.459,59.704.736.459,57.490.029.421,57490029421.0
11.213.607.622,11.213.607.622,11.213.607.622,3.746.764.456,3746764456.0
