row_label_raw,row_label_full,c) Đầu tư góp vốn vào đơn vị khác,31/12/2021 > Giá gốc,31/12/2021 > Giá hợp lý,31/12/2021 > Dự phòng,01/01/2021 > Giá gốc,01/01/2021 > Giá hợp lý,01/01/2021 > Dự phòng,numeric__31/12/2021 > Giá gốc,numeric__31/12/2021 > Giá hợp lý,numeric__31/12/2021 > Dự phòng,numeric__01/01/2021 > Giá gốc,numeric__01/01/2021 > Giá hợp lý,numeric__01/01/2021 > Dự phòng
Đầu tư vào công ty con (*),Đầu tư vào công ty con (*),Đầu tư vào công ty con (*),2.660.665.900.000,-,-,2.614.465.900.000,-,-,2660665900000.0,,,2614465900000.0,,
- Công ty Cổ Phần Bot Bắc Giang Lạng Sơn,- Công ty Cổ Phần Bot Bắc Giang Lạng Sơn,- Công ty Cổ Phần Bot Bắc Giang Lạng Sơn,902.303.650.000,-,-,902.303.650.000,-,-,902303650000.0,,,902303650000.0,,
- Công ty cổ phần Đầu tư Đẻo Cá,- Công ty cổ phần Đầu tư Đẻo Cá,- Công ty cổ phần Đầu tư Đẻo Cá,1.486.031.250.000,-,-,1.439.831.250.000,-,-,1486031250000.0,,,1439831250000.0,,
- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,- Công ty Cổ phần Phước Tượng Phú Gia BOT,272.331.000.000,-,-,272.331.000.000,-,-,272331000000.0,,,272331000000.0,,
"Đầu tư vào công ty liên doanh, liên kết (*)","Đầu tư vào công ty liên doanh, liên kết (*)","Đầu tư vào công ty liên doanh, liên kết (*)",269.500.000.000,-,-,259.500.000.000,-,-,269500000000.0,,,259500000000.0,,
- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,- Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,13.500.000.000,-,-,13.500.000.000,-,-,13500000000.0,,,13500000000.0,,
- Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,- Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,122.000.000.000,-,-,122.000.000.000,-,-,122000000000.0,,,122000000000.0,,
- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,- Công ty Cổ phần BOT Bắc Giang Lạng Sơn Hữu Nghị,134.000.000.000,-,-,124.000.000.000,-,-,134000000000.0,,,124000000000.0,,
Cộng,Cộng,Cộng,2.930.165.900.000,-,-,2.873.965.900.000,-,-,2930165900000.0,,,2873965900000.0,,
