row_label_raw,row_label_full,col_0,col_1,col_2,col_3,31/12/2021,01/01/2021,numeric__col_1,numeric__col_2,numeric__col_3,numeric__31/12/2021,numeric__01/01/2021
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,1.000.000.000,-,,,,1000000000.0,
Công ty TNHH MTV Đầu tư Sài Gòn (*),Công ty TNHH MTV Đầu tư Sài Gòn (*),Công ty TNHH MTV Đầu tư Sài Gòn (*),Công ty TNHH MTV Đầu tư Sài Gòn (*),Công ty TNHH MTV Đầu tư Sài Gòn (*),Công ty TNHH MTV Đầu tư Sài Gòn (*),1.000.000.000,-,,,,1000000000.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,,,,
Cộng,b) Dài hạn > Cộng,Cộng,Cộng,Cộng,Cộng,1.000.000.000,-,,,,1000000000.0,
Ghi chú (*): Thông tin hợp đồng cho vay:,Ghi chú (*): Thông tin hợp đồng cho vay:,Ghi chú (*): Thông tin hợp đồng cho vay:,Ghi chú (*): Thông tin hợp đồng cho vay:,Ghi chú (*): Thông tin hợp đồng cho vay:,Ghi chú (*): Thông tin hợp đồng cho vay:,Ghi chú (*): Thông tin hợp đồng cho vay:,Ghi chú (*): Thông tin hợp đồng cho vay:,,,,,
Bên vay,Bên vay,Bên vay,Hợp đồng,Thời hạn vay,Mục đích vay,,Số tiền,,,,,
Công ty TNHH MTV Đầu tư Sài Gòn,Bên vay > Công ty TNHH MTV Đầu tư Sài Gòn,Công ty TNHH MTV Đầu tư Sài Gòn,Lãi suất 9%/năm HĐV 15.10,Dưới 12 tháng,Mua nhựa đường,,1.000.000.000,,,,,1000000000.0
