row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm 2021,Năm 2020,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm 2021,numeric__Năm 2020
,,,,"Mua hàng hóa, dịch vụ",,,,,,
- Công ty Cổ phần An ninh Đèo Cả,- Công ty Cổ phần An ninh Đèo Cả,- Công ty Cổ phần An ninh Đèo Cả,Người có liên quan của Trường BKS Nguyễn Minh Giang,Chi phí dịch vụ bảo vệCộng,25.925.674.65225.925.674.652,27.548.753.50027.548.753.500,,,2.5925674652259257e+21,2.7548753500275485e+21
- Công ty Cổ phần An ninh Đèo Cả,- Công ty Cổ phần An ninh Đèo Cả,- Công ty Cổ phần An ninh Đèo Cả,Người có liên quan của Trường BKS Nguyễn Minh Giang,Giao dịch khác,,,,,,
- Công ty Cổ phần An ninh Đèo Cả,- Công ty Cổ phần An ninh Đèo Cả > - Công ty Cổ phần An ninh Đèo Cả,- Công ty Cổ phần An ninh Đèo Cả,Người có liên quan của Trường BKS Nguyễn Minh Giang,Thanh toán tiền dịch vụ bảo vệCộng,27.044.819.15227.044.819.152,20.434.000.00020.434.000.000,,,2.7044819152270446e+21,2.043400000020434e+21
- Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,- Công ty Cổ phần An ninh Đèo Cả > - Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,- Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,"Người có liên quan của Thành viên HĐQT, TGD Nguyễn Quang Huy","Bán hàng hóa, dịch vụDoanh thu thuê xeDoanh thu cho thuê bất động sảnCộng",430.909.086-430.909.086,109.090.911207.272.728316.363.639,,,,1.0909091120727272e+26
- Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,- Công ty Cổ phần An ninh Đèo Cả > - Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,- Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,"Người có liên quan của Thành viên HĐQT, TGD Nguyễn Quang Huy","Mua hàng hóa, dịch vụChi phí thí nghiệm công trình, tư vấnCộng",3.855.407.7323.855.407.732,1.236.788.8481.236.788.848,,,3.8554077323855405e+19,1.236788848123679e+19
- Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,- Công ty Cổ phần An ninh Đèo Cả > - Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,- Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,"Người có liên quan của Chủ tịch HĐQT Hồ Minh Hoàng, PCT. HĐQT Nguyễn Tấn Đông, Trường BKS Nguyễn Minh Giang","Bán hàng hóa, dịch vụDoanh thu thuê xeCộng",327.272.728327.272.728,354.545.452354.545.452,,,3.272727283272727e+17,3.545454523545455e+17
- Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,- Công ty Cổ phần An ninh Đèo Cả > - Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,- Công ty Cổ phần BOT Trung Lương - Mỹ Thuận,"Người có liên quan của Chủ tịch HĐQT Hồ Minh Hoàng, PCT. HĐQT Nguyễn Tấn Đông, Trường BKS Nguyễn Minh Giang",Giao dịch khácThu tiền thuê xeCộng,270.000.000270.000.000,210.000.000210.000.000,,,2.7000000027e+17,2.1000000021e+17
- Công ty cổ phần quản lý và khai thác đường cao tốc Đèo cả,- Công ty Cổ phần An ninh Đèo Cả > - Công ty cổ phần quản lý và khai thác đường cao tốc Đèo cả,- Công ty cổ phần quản lý và khai thác đường cao tốc Đèo cả,Người có liên quan của Thành viên BKS Phan Thị Mai,"Bán hàng hóa, dịch vụDoanh thu thuê xeCộng",310.909.091310.909.091,-,,,3.109090913109091e+17,
- Công ty cổ phần quản lý và khai thác đường cao tốc Đèo cả,- Công ty Cổ phần An ninh Đèo Cả > - Công ty cổ phần quản lý và khai thác đường cao tốc Đèo cả,- Công ty cổ phần quản lý và khai thác đường cao tốc Đèo cả,Người có liên quan của Thành viên BKS Phan Thị Mai,"Mua hàng hóa, dịch vụChi phí duy tu cao tốc BGLSCộng",12.002.472.72712.002.472.727,-,,,1.2002472727120026e+21,
- Công ty cổ phần quản lý và khai thác đường cao tốc Đèo cả,- Công ty Cổ phần An ninh Đèo Cả > - Công ty cổ phần quản lý và khai thác đường cao tốc Đèo cả,- Công ty cổ phần quản lý và khai thác đường cao tốc Đèo cả,Người có liên quan của Thành viên BKS Phan Thị Mai,Thanh toán chi phí duy tu59,7.946.829.716,-,,,7946829716.0,
