row_label_raw,row_label_full,"Chi phí nguyên liệu, vật liệu",314.619.680.605,120.524.348.003,numeric__314.619.680.605,numeric__120.524.348.003
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,258.286.508.563,222.307.443.718,258286508563.0,222307443718.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,6.003.570.483,6.953.762.941,6003570483.0,6953762941.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,39.974.817.936,47.204.231.403,39974817936.0,47204231403.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,78.839.346.375,85.926.837.425,78839346375.0,85926837425.0
Cộng,Cộng,Cộng,697.723.923.962,482.916.623.490,697723923962.0,482916623490.0
