row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,31/12/2021,01/01/2021,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__31/12/2021,numeric__01/01/2021
- PHẢI TRẢ NGẢN HẠN KHÁC,- PHẢI TRẢ NGẢN HẠN KHÁC,- PHẢI TRẢ NGẢN HẠN KHÁC,- PHẢI TRẢ NGẢN HẠN KHÁC,- PHẢI TRẢ NGẢN HẠN KHÁC,- PHẢI TRẢ NGẢN HẠN KHÁC,- PHẢI TRẢ NGẢN HẠN KHÁC,,,,
- Công ty cổ phần Tập Đoàn Đẻo cả,- PHẢI TRẢ NGẢN HẠN KHÁC > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,Tiền lãi vay,22.808.627.028,15.812.453.611,,,22808627028.0,15812453611.0
- Công ty cổ phần Tập Đoàn Đẻo cả,- PHẢI TRẢ NGẢN HẠN KHÁC > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,Phải trả tiền đào tạo thạc sĩ,-,180.000.000,,,,180000000.0
- Công ty cổ phần Tập Đoàn Đẻo cả,- PHẢI TRẢ NGẢN HẠN KHÁC > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,Bù trừ công nợ các gói công trình,(705.348.657),(705.348.657),,,-705348657.0,-705348657.0
- Công ty cổ phần Tập Đoàn Đẻo cả,- PHẢI TRẢ NGẢN HẠN KHÁC > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,Cộng,22.103.278.371,15.287.104.954,,,22103278371.0,15287104954.0
- Công ty Cổ phần Đầu tư Hải thạch B.O.T,- PHẢI TRẢ NGẢN HẠN KHÁC > - Công ty Cổ phần Đầu tư Hải thạch B.O.T,- Công ty Cổ phần Đầu tư Hải thạch B.O.T,Cổ đông lớn,Tiền lãi vay,11.487.780.823,5.946.849.315,,,11487780823.0,5946849315.0
- Công ty Cổ phần Đầu tư Hải thạch B.O.T,- PHẢI TRẢ NGẢN HẠN KHÁC > - Công ty Cổ phần Đầu tư Hải thạch B.O.T,- Công ty Cổ phần Đầu tư Hải thạch B.O.T,Cổ đông lớn,Cộng,11.487.780.823,5.946.849.315,,,11487780823.0,5946849315.0
- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,- PHẢI TRẢ NGẢN HẠN KHÁC > - Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,Người có liên quan của Trường BKS Nguyễn,Tiền lãi vay,-,4.120.035.388,,,,4120035388.0
- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,- PHẢI TRẢ NGẢN HẠN KHÁC > - Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,- Công ty Cổ phần Đầu tư Hạ tầng Miền Bắc,Minh Giang đến 30 tháng 9 năm 2021,Cộng,-,4.120.035.388,,,,4120035388.0
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- PHẢI TRẢ NGẢN HẠN KHÁC > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên BKS Phan,Tiền lãi vay,-,140.630.137,,,,140630137.0
- Công ty Cổ phần Tư vấn Xây dựng A2Z,- PHẢI TRẢ NGẢN HẠN KHÁC > - Công ty Cổ phần Tư vấn Xây dựng A2Z,- Công ty Cổ phần Tư vấn Xây dựng A2Z,Thị Mai,Cộng,-,140.630.137,,,,140630137.0
VAY VÀ NỘ THUÊ TÀI CHÍNH NGÂN HẠN,VAY VÀ NỘ THUÊ TÀI CHÍNH NGÂN HẠN,VAY VÀ NỘ THUÊ TÀI CHÍNH NGÂN HẠN,VAY VÀ NỘ THUÊ TÀI CHÍNH NGÂN HẠN,VAY VÀ NỘ THUÊ TÀI CHÍNH NGÂN HẠN,VAY VÀ NỘ THUÊ TÀI CHÍNH NGÂN HẠN,VAY VÀ NỘ THUÊ TÀI CHÍNH NGÂN HẠN,,,,
- Công ty cổ phần Tập Đoàn Đẻo cả,VAY VÀ NỘ THUÊ TÀI CHÍNH NGÂN HẠN > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,Cho Công ty vay tiền,36.731.895.603,178.631.895.603,,,36731895603.0,178631895603.0
- Công ty cổ phần Tập Đoàn Đẻo cả,VAY VÀ NỘ THUÊ TÀI CHÍNH NGÂN HẠN > - Công ty cổ phần Tập Đoàn Đẻo cả,- Công ty cổ phần Tập Đoàn Đẻo cả,Công ty mẹ,Cộng,36.731.895.603,178.631.895.603,,,36731895603.0,178631895603.0
- Công ty Cổ phần Đầu tư Hải thạch B.O.T,VAY VÀ NỘ THUÊ TÀI CHÍNH NGÂN HẠN > - Công ty Cổ phần Đầu tư Hải thạch B.O.T,- Công ty Cổ phần Đầu tư Hải thạch B.O.T,Cổ đông lớn,Cho Công ty vay tiền,2.000.000.000,2.000.000.000,,,2000000000.0,2000000000.0
- Công ty Cổ phần Đầu tư Hải thạch B.O.T,VAY VÀ NỘ THUÊ TÀI CHÍNH NGÂN HẠN > - Công ty Cổ phần Đầu tư Hải thạch B.O.T,- Công ty Cổ phần Đầu tư Hải thạch B.O.T,Cổ đông lớn,Cộng,2.000.000.000,2.000.000.000,,,2000000000.0,2000000000.0
NGƯỜI MUA TRẢ TIÊN TRƯỚC DÀI HẠN,NGƯỜI MUA TRẢ TIÊN TRƯỚC DÀI HẠN,NGƯỜI MUA TRẢ TIÊN TRƯỚC DÀI HẠN,NGƯỜI MUA TRẢ TIÊN TRƯỚC DÀI HẠN,NGƯỜI MUA TRẢ TIÊN TRƯỚC DÀI HẠN,NGƯỜI MUA TRẢ TIÊN TRƯỚC DÀI HẠN,NGƯỜI MUA TRẢ TIÊN TRƯỚC DÀI HẠN,,,,
- Công ty cổ phần Đầu tư Đẻo Cả,NGƯỜI MUA TRẢ TIÊN TRƯỚC DÀI HẠN > - Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,Công ty con,Ứng trước thi công xây lắp,-,10.211.507.100,,,,10211507100.0
- Công ty cổ phần Đầu tư Đẻo Cả,NGƯỜI MUA TRẢ TIÊN TRƯỚC DÀI HẠN > - Công ty cổ phần Đầu tư Đẻo Cả,- Công ty cổ phần Đầu tư Đẻo Cả,Công ty con,Cộng,-,10.211.507.100,,,,10211507100.0
