row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024Triệu đồng,Ngày 31 tháng 12năm 2023Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2023Triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,66.607.350,75.333.245,66607350.0,75333245.0
- Bằng VND,- Bằng VND,- Bằng VND,64.688.301,73.081.876,64688301.0,73081876.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.919.049,2.251.369,1919049.0,2251369.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,416.946.018,365.220.955,416946018.0,365220955.0
- Bằng VND,- Bằng VND,- Bằng VND,415.416.986,364.344.580,415416986.0,364344580.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.529.032,876.375,1529032.0,876375.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,96.550,83.763,96550.0,83763.0
- Bằng VND,- Bằng VND,- Bằng VND,55.041,55.778,55041.0,55778.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,41.509,27.985,41509.0,27985.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,2.016.630,1.730.418,2016630.0,1730418.0
- Bằng VND,- Bằng VND,- Bằng VND,1.879.695,1.666.917,1879695.0,1666917.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,136.935,63.501,136935.0,63501.0
,,,485.666.548,442.368.381,485666548.0,442368381.0
