row_label_raw,row_label_full,Họ và tên,Chức vụ,numeric__Chức vụ
Ông Nguyễn Đức VinhBà Lưu Thị Thảo,Ông Nguyễn Đức VinhBà Lưu Thị Thảo,Ông Nguyễn Đức VinhBà Lưu Thị Thảo,Tổng Giám đốcPhó Tổng Giám đốc thường trực vàGiám đốc điều hành cao cấp,
Ông Phùng Duy KhươngBà Phạm Thị NhungBà Dương Thị Thu Thủy,Ông Phùng Duy KhươngBà Phạm Thị NhungBà Dương Thị Thu Thủy,Ông Phùng Duy KhươngBà Phạm Thị NhungBà Dương Thị Thu Thủy,Phó Tổng Giám đốc thường trực phụ trách phía NamPhó Tổng Giám đốc thường trực,
Ông Nguyễn Thành LongÔng Đình Văn Nho,Ông Nguyễn Thành LongÔng Đình Văn Nho,Ông Nguyễn Thành LongÔng Đình Văn Nho,Phó Tổng Giám đốcPhó Tổng Giám đốc,
Ông Nguyễn Thanh BìnhÔng Kamijo Hiroki,Ông Nguyễn Thanh BìnhÔng Kamijo Hiroki,Ông Nguyễn Thanh BìnhÔng Kamijo Hiroki,Phó Tổng Giám đốc (Từ ngày 5 tháng 8 năm 2024),
