row_label_raw,row_label_full,col_0,Lợi nhuận sau thuế,numeric__Lợi nhuận sau thuế
,,,Triệu đồng,
Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,10.905.731,10905731.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động dịch vụ,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động dịch vụ,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động dịch vụ,(1.085.559),-1085559.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,1.633.213,1633213.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,(19.217),-19217.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,219.635,219635.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,852.111,852111.0
Tăng lợi nhuận do tăng thu nhập từ góp vốn mua cổ phần,Tăng lợi nhuận do tăng thu nhập từ góp vốn mua cổ phần,Tăng lợi nhuận do tăng thu nhập từ góp vốn mua cổ phần,9.654,9654.0
Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,(398.514),-398514.0
Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,(2.908.250),-2908250.0
Biến động lợi nhuận trước thuế,Biến động lợi nhuận trước thuế,Biến động lợi nhuận trước thuế,9.208.804,9208804.0
Biến động chi phí thuế TNDN,Biến động chi phí thuế TNDN,Biến động chi phí thuế TNDN,(1.716.149),-1716149.0
Biến động lợi nhuận sau thuế,Biến động lợi nhuận sau thuế,Biến động lợi nhuận sau thuế,7.492.655,7492655.0
