row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng Triệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng Triệu đồng
,,,Trên 3 tháng Triệu đồng,Đến 3 tháng Triệu đồng,Đến 1 tháng Triệu đồng,Từ 1 đến 3 tháng Triệu đồng,Từ 3 đến 12 tháng Triệu đồng,Từ 1 đến 5 năm Triệu đồng,Trên 5 năm Triệu đồng,Tổng cộng Triệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,2.148.289,-,-,-,-,2.148.289,,,2148289.0,,,,,2148289.0
Tiền gửi tại Ngân hàng NHNN,Tài sản > Tiền gửi tại Ngân hàng NHNN,Tiền gửi tại Ngân hàng NHNN,-,-,14.327.215,-,-,-,-,14.327.215,,,14327215.0,,,,,14327215.0
Tiền gửi và cấp tín dụng cho các TCTD khác – gộp,Tài sản > Tiền gửi và cấp tín dụng cho các TCTD khác – gộp,Tiền gửi và cấp tín dụng cho các TCTD khác – gộp,-,-,129.374.660,3.102.331,2.166.671,-,-,134.643.662,,,129374660.0,3102331.0,2166671.0,,,134643662.0
Chứng khoán kinh doanh – gộp,Tài sản > Chứng khoán kinh doanh – gộp,Chứng khoán kinh doanh – gộp,-,-,12.540.897,639.824,-,-,-,13.180.721,,,12540897.0,639824.0,,,,13180721.0
Cho vay khách hàng và mua nợ – gộp,Tài sản > Cho vay khách hàng và mua nợ – gộp,Cho vay khách hàng và mua nợ – gộp,15.635.721,11.114.756,85.718.091,69.251.974,208.823.421,209.594.915,93.542.729,693.681.607,15635721.0,11114756.0,85718091.0,69251974.0,208823421.0,209594915.0,93542729.0,693681607.0
Chứng khoán đầu tư – gộp,Tài sản > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,720.000,-,4.987.935,3.640.307,2.937.830,14.591.338,25.972.945,52.850.355,720000.0,,4987935.0,3640307.0,2937830.0,14591338.0,25972945.0,52850355.0
"Gộp vốn, đầu tư dài hạn – gộp","Tài sản > Gộp vốn, đầu tư dài hạn – gộp","Gộp vốn, đầu tư dài hạn – gộp",-,-,-,-,-,-,189.210,189.210,,,,,,,189210.0,189210.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,1,9,178,29.098,1.994.613,2.023.899,,,1.0,9.0,178.0,29098.0,1994613.0,2023899.0
Tài sản Có khác – gộp,Tài sản > Tài sản Có khác – gộp,Tài sản Có khác – gộp,343.734,1.008,21.574.725,667.853,4.651.573,89.464,210.603,27.538.960,343734.0,1008.0,21574725.0,667853.0,4651573.0,89464.0,210603.0,27538960.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,16.699.455,11.115.764,270.671.813,77.302.298,218.579.673,224.304.815,121.910.100,940.583.918,16699455.0,11115764.0,270671813.0,77302298.0,218579673.0,224304815.0,121910100.0,940583918.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
