row_label_raw,row_label_full,col_0,Năm 2024Triệu đồng,Năm 2023Triệu đồng,numeric__Năm 2024Triệu đồng,numeric__Năm 2023Triệu đồng
Lợi nhuận thuần trước thuếCộng/(trừ),Lợi nhuận thuần trước thuếCộng/(trừ),Lợi nhuận thuần trước thuếCộng/(trừ),20.012.700,10.803.896,20012700.0,10803896.0
- Lỗ từ Công ty con,- Lỗ từ Công ty con,- Lỗ từ Công ty con,-,3.698.695,,3698695.0
- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,(12.854),(3.147),-12854.0,-3147.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,52.191,65.201,52191.0,65201.0
- Điều chỉnh liên quan đến hợp nhất báo cáotài chính,- Điều chỉnh liên quan đến hợp nhất báo cáotài chính,- Điều chỉnh liên quan đến hợp nhất báo cáotài chính,(273.708),330.262,-273708.0,330262.0
- Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,(4.727),-,-4727.0,
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,19.773.602,14.894.907,19773602.0,14894907.0
Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,3.954.720,2.978.981,3954720.0,2978981.0
Điều chỉnh chi phí thuế TNDN các năm trước,Điều chỉnh chi phí thuế TNDN các năm trước,Điều chỉnh chi phí thuế TNDN các năm trước,8.059,5.034,8059.0,5034.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,3.962.779,2.984.015,3962779.0,2984015.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,1.861.402,2.960.226,1861402.0,2960226.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(3.503.868),(4.082.839),-3503868.0,-4082839.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,2.320.313,1.861.402,2320313.0,1861402.0
