row_label_raw,row_label_full,Tên công ty,Được thành lập theo,Ngành hoạt động,Vốn điều lệ,% sở hữu,numeric__Được thành lập theo,numeric__Ngành hoạt động,numeric__Vốn điều lệ,numeric__% sở hữu
Công ty TNHHQuản lý tài sảnNgân hàngThương mại Cổ phần Việt NamThịnh Vượng(“VPB AMC”),Công ty TNHHQuản lý tài sảnNgân hàngThương mại Cổ phần Việt NamThịnh Vượng(“VPB AMC”),Công ty TNHHQuản lý tài sảnNgân hàngThương mại Cổ phần Việt NamThịnh Vượng(“VPB AMC”),Giấy Chứng nhận Đăng kýKinh doanh số 0105837483do Sở Kế hoạch và Đầu tưHà Nội cấp thay đổi lần gần nhất ngày 12 tháng 5 năm 2023,Quản lý nợ và khai thác tài sản,115 tỷ đồng Việt Nam,100%,,,,1.0
Công ty Tài chínhTNHH Ngân hàngViệt Nam ThịnhVượng SMBC(“VPB SMBC FC”),Công ty Tài chínhTNHH Ngân hàngViệt Nam ThịnhVượng SMBC(“VPB SMBC FC”),Công ty Tài chínhTNHH Ngân hàngViệt Nam ThịnhVượng SMBC(“VPB SMBC FC”),Giấy Chứng nhận Đăng kýKinh doanh số 0102180545do Sở Kế hoạch và Đầu tưTP Hồ Chí Minh cấp thay đổi gần nhất ngày 29 tháng 5 năm 2024,Hoạt động dịch vụ tài chính khác,10.928 tỷ đồng Việt Nam,50%,,,,0.5
Công ty Cổ phầnChứng khoánVPBank(“VPBankS”),Công ty Cổ phầnChứng khoánVPBank(“VPBankS”),Công ty Cổ phầnChứng khoánVPBank(“VPBankS”),Giấy phép hoạt động kinh doanh Chứng khoán số 106/UBCK-GP do Ủy banChứng khoán Nhà nước cấp ngày 8 tháng 4 năm 2009 và Giấy phép Điều chỉnh gần nhất ngày 11 tháng 12 năm 2024,Các hoạt động chứng khoán,15.000 tỷ đồng Việt Nam,"99,9537%",,,,0.999537
Công ty Cổ phầnBảo hiểm OPES(“OPES”) (*),Công ty Cổ phầnBảo hiểm OPES(“OPES”) (*),Công ty Cổ phầnBảo hiểm OPES(“OPES”) (*),Giấy phép thành lập và hoạt động số 79/GP/KDBH do Bộ Tài chính cấp ngày 20 tháng 3 năm 2018 và Giấy phép điều chỉnh gần nhất ngày 19 tháng 6 năm 2024,Kinh doanh bảo hiểm phi nhân thọ,1.265 tỷ đồng Việt Nam,"99,13%",,,,0.9913
