row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024Triệu đồng,%,Ngày 31 tháng 12năm 2023Triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2024Triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2023Triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,804.266,"0,17",631.891,"0,14",804266.0,0.17,631891.0,0.14
Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,1.075.326,"0,22",1.799.529,"0,41",1075326.0,0.22,1799529.0,0.41
Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,205.354,"0,04",69.581,"0,02",205354.0,0.04,69581.0,0.02
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,35.493.332,"7,31",38.222.990,"8,64",35493332.0,7.31,38222990.0,8.64
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,2.317.118,"0,48",2.088.042,"0,47",2317118.0,0.48,2088042.0,0.47
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,133.468.473,"27,48",103.374.399,"23,37",133468473.0,27.48,103374399.0,23.37
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,4.275,"0,00",3.021,"0,00",4275.0,0.0,3021.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,52.397,"0,01",42.028,"0,01",52397.0,0.01,42028.0,0.01
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,4.715.378,"0,97",327.345,"0,07",4715378.0,0.97,327345.0,0.07
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,80.402,"0,02",57.201,"0,01",80402.0,0.02,57201.0,0.01
"Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội",303.140.002,"62,42",292.614.183,"66,15",303140002.0,62.42,292614183.0,66.15
"Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Hộ kinh doanh, cá nhân Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội",3.934.831,"0,81",2.405.140,"0,54",3934831.0,0.81,2405140.0,0.54
Khác,Khác,Khác,375.394,"0,07",733.031,"0,17",375394.0,0.07,733031.0,0.17
,,,485.666.548,100,442.368.381,100,485666548.0,100.0,442368381.0,100.0
