row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024%/năm,Ngày 31 tháng 12năm 2023%/năm,numeric__Ngày 31 tháng 12năm 2024%/năm,numeric__Ngày 31 tháng 12năm 2023%/năm
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"3,00 – 15,00","3,00 – 14,10",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"4,60 – 7,60","4,30 – 8,50",,
Cho vay tiêu dùng bằng VND,Cho vay bằng ngoại tệ > Cho vay tiêu dùng bằng VND,Cho vay tiêu dùng bằng VND,"37,80","41,59",37.8,41.59
