row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thểTriệu đồng,Dự phòng cho vay giao dịch ký quỹ và ứng trướcTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thểTriệu đồng,numeric__Dự phòng cho vay giao dịch ký quỹ và ứng trướcTriệu đồng,numeric__Tổng cộngTriệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,4.152.736,10.595.049,51.439,14.799.224,4152736.0,10595049.0,51439.0,14799224.0
Dự phòng rủi ro trích lập trong năm(Thuyết minh số 36),Dự phòng rủi ro trích lập trong năm(Thuyết minh số 36),Dự phòng rủi ro trích lập trong năm(Thuyết minh số 36),955.255,26.841.719,32.323,27.829.297,955255.0,26841719.0,32323.0,27829297.0
Sử dụng dự phòng xử lý rủi ro tín dụng và bán nợ trong năm,Sử dụng dự phòng xử lý rủi ro tín dụng và bán nợ trong năm,Sử dụng dự phòng xử lý rủi ro tín dụng và bán nợ trong năm,(65.472),(26.232.909),-,(26.298.381),-65472.0,-26232909.0,,-26298381.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,5.042.519,11.203.859,83.762,16.330.140,5042519.0,11203859.0,83762.0,16330140.0
