row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024Triệu đồng,Ngày 31 tháng 12năm 2023Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2023Triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,848.721,1.754.978,848721.0,1754978.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,300.000.752,296.858.798,300000752.0,296858798.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,2.972.620,264.965,2972620.0,264965.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,1.955.905,992.663,1955905.0,992663.0
Cam kết nhận – giao dịch hoán đổi tiền tệ,Cam kết nhận – giao dịch hoán đổi tiền tệ,Cam kết nhận – giao dịch hoán đổi tiền tệ,147.811.792,147.839.284,147811792.0,147839284.0
Cam kết trả – giao dịch hoán đổi tiền tệ,Cam kết trả – giao dịch hoán đổi tiền tệ,Cam kết trả – giao dịch hoán đổi tiền tệ,147.260.435,147.761.886,147260435.0,147761886.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,16.461.049,38.680.116,16461049.0,38680116.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,16.518.381,38.826.301,16518381.0,38826301.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(57.332),(146.185),-57332.0,-146185.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,26.008.227,19.546.205,26008227.0,19546205.0
Cam kết bảo lãnh thanh toán,Cam kết bảo lãnh thanh toán,Cam kết bảo lãnh thanh toán,6.945.197,6.796.559,6945197.0,6796559.0
Cam kết bảo lãnh thực hiện hợp đồng,Cam kết bảo lãnh thực hiện hợp đồng,Cam kết bảo lãnh thực hiện hợp đồng,9.331.348,4.410.630,9331348.0,4410630.0
Cam kết bảo lãnh dự thầu,Cam kết bảo lãnh dự thầu,Cam kết bảo lãnh dự thầu,470.492,371.974,470492.0,371974.0
Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,9.932.865,8.370.870,9932865.0,8370870.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(671.675),(403.828),-671675.0,-403828.0
Cam kết khác,Cam kết khác,Cam kết khác,347.434.640,285.115.836,347434640.0,285115836.0
Cam kết hoán đổi lãi suất tiền tệ chéo – nhận,Cam kết hoán đổi lãi suất tiền tệ chéo – nhận,Cam kết hoán đổi lãi suất tiền tệ chéo – nhận,35.324.065,26.662.517,35324065.0,26662517.0
Cam kết hoán đổi lãi suất tiền tệ chéo – trả,Cam kết hoán đổi lãi suất tiền tệ chéo – trả,Cam kết hoán đổi lãi suất tiền tệ chéo – trả,36.760.922,27.153.623,36760922.0,27153623.0
Cam kết hoán đổi lãi suất một đồng tiền,Cam kết hoán đổi lãi suất một đồng tiền,Cam kết hoán đổi lãi suất một đồng tiền,39.136.588,21.973.473,39136588.0,21973473.0
Cam kết mua bán giấy tờ có giá,Cam kết mua bán giấy tờ có giá,Cam kết mua bán giấy tờ có giá,6.558.266,3.366.684,6558266.0,3366684.0
Cam kết khác,Cam kết khác,Cam kết khác,229.654.799,205.959.539,229654799.0,205959539.0
- Trong đó: Hạn mức tín dụng chưa sử dụngcó thể hủy ngang,- Trong đó: Hạn mức tín dụng chưa sử dụngcó thể hủy ngang,- Trong đó: Hạn mức tín dụng chưa sử dụngcó thể hủy ngang,229.511.446,205.810.854,229511446.0,205810854.0
Nghĩa vụ tiềm ăn và các cam kết đưa ra,Nghĩa vụ tiềm ăn và các cam kết đưa ra,Nghĩa vụ tiềm ăn và các cam kết đưa ra,690.753.389,641.955.933,690753389.0,641955933.0
