row_label_raw,row_label_full,col_0,Chưa quá hạnTriệu đồng,Đã quá hạn và chưa bị giảm giáTriệu đồng,Đã quá hạn và đã trích lập dự phòngTriệu đồng,Tổng cộngTriệu đồng,numeric__Chưa quá hạnTriệu đồng,numeric__Đã quá hạn và chưa bị giảm giáTriệu đồng,numeric__Đã quá hạn và đã trích lập dự phòngTriệu đồng,numeric__Tổng cộngTriệu đồng
Tiền gửi và cấp tín dụng cho các TCTD khác – gộp,Tiền gửi và cấp tín dụng cho các TCTD khác – gộp,Tiền gửi và cấp tín dụng cho các TCTD khác – gộp,134.643.662,-,-,134.643.662,134643662.0,,,134643662.0
- Tiền gửi tại TCTD khác,- Tiền gửi tại TCTD khác,- Tiền gửi tại TCTD khác,126.527.280,-,-,126.527.280,126527280.0,,,126527280.0
- Cấp tín dụng cho các TCTD khác,- Cấp tín dụng cho các TCTD khác,- Cấp tín dụng cho các TCTD khác,8.116.382,-,-,8.116.382,8116382.0,,,8116382.0
Chứng khoán kinh doanh – gộp (*),Chứng khoán kinh doanh – gộp (*),Chứng khoán kinh doanh – gộp (*),11.540.105,-,-,11.540.105,11540105.0,,,11540105.0
Cho vay khách hàng và mua nợ – gộp,Cho vay khách hàng và mua nợ – gộp,Cho vay khách hàng và mua nợ – gộp,621.092.242,10.524.267,62.065.098,693.681.607,621092242.0,10524267.0,62065098.0,693681607.0
Chứng khoán đầu tư – gộp (*),Chứng khoán đầu tư – gộp (*),Chứng khoán đầu tư – gộp (*),50.778.998,2.056.000,-,52.834.998,50778998.0,2056000.0,,52834998.0
Tài sản Có khác – gộp,Tài sản Có khác – gộp,Tài sản Có khác – gộp,27.190.359,6.432,342.169,27.538.960,27190359.0,6432.0,342169.0,27538960.0
Tổng cộng,Tổng cộng,Tổng cộng,845.245.366,12.586.699,62.407.267,920.239.332,845245366.0,12586699.0,62407267.0,920239332.0
