row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024Triệu đồng,Ngày 31 tháng 12năm 2023Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2023Triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
"Chứng khoán Chính phủ, chính quyền địa phương","Chứng khoán Nợ > Chứng khoán Chính phủ, chính quyền địa phương","Chứng khoán Chính phủ, chính quyền địa phương",-,581.548,,581548.0
Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán Nợ > Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,3.202.820,1.565.554,3202820.0,1565554.0
Chứng khoán nợ do các tổ chức kinh tế trong nước phát hành,Chứng khoán Nợ > Chứng khoán nợ do các tổ chức kinh tế trong nước phát hành,Chứng khoán nợ do các tổ chức kinh tế trong nước phát hành,8.337.286,8.749.317,8337286.0,8749317.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,
Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn > Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,1.640.615,1.509.855,1640615.0,1509855.0
,,,13.180.721,12.406.274,13180721.0,12406274.0
Dự phòng rủi ro chứng khoán kinh doanh,Chứng khoán vốn > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(69.750),(80.465),-69750.0,-80465.0
Dự phòng chung,Chứng khoán vốn > Dự phòng chung,Dự phòng chung,(57.176),(65.620),-57176.0,-65620.0
Dự phòng cụ thể,Chứng khoán vốn > Dự phòng cụ thể,Dự phòng cụ thể,-,(14.845),,-14845.0
Dự phòng giảm giá,Chứng khoán vốn > Dự phòng giảm giá,Dự phòng giảm giá,(12.574),-,-12574.0,
,,,13.110.971,12.325.809,13110971.0,12325809.0
