row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024Triệu đồng,%,Ngày 31 tháng 12năm 2023Triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2024Triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2023Triệu đồng,numeric__%_1
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,129.748,"0,02",168.557,"0,03",129748.0,0.02,168557.0,0.03
Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu 100% vốn điều lệ,7.852,"0,00",24.285,"0,00",7852.0,0.0,24285.0,0.0
Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,75.336,"0,01",13.071,"0,00",75336.0,0.01,13071.0,0.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,181.323.403,"26,17",119.502.110,"21,10",181323403.0,26.17,119502110.0,21.1
Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn góp của Nhà nước trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,93.813,"0,01",91.318,"0,02",93813.0,0.01,91318.0,0.02
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,187.081.564,"27,00",146.002.988,"25,78",187081564.0,27.0,146002988.0,25.78
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,1.002,"0,00",946,"0,00",1002.0,0.0,946.0,0.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,51.021,"0,01",55.690,"0,01",51021.0,0.01,55690.0,0.01
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,3.770.491,"0,54",221.562,"0,04",3770491.0,0.54,221562.0,0.04
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,60.237,"0,01",57.718,"0,01",60237.0,0.01,57718.0,0.01
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",310.765.730,"44,86",292.960.355,"51,74",310765730.0,44.86,292960355.0,51.74
"Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đăng, đoàn thể và hiệp hội",3.003,"0,00",4.963,"0,00",3003.0,0.0,4963.0,0.0
Khác,Khác,Khác,2,"0,00",122,"0,00",2.0,0.0,122.0,0.0
Cho vay giao dịch ký quỹ và ứng trước cho khách hàng,Cho vay giao dịch ký quỹ và ứng trước cho khách hàng,Cho vay giao dịch ký quỹ và ứng trước cho khách hàng,9.512.536,"1,37",7.167.605,"1,27",9512536.0,1.37,7167605.0,1.27
,,,692.875.738,100,566.271.290,100,692875738.0,100.0,566271290.0,100.0
