row_label_raw,row_label_full,"Giấy tờ có giá đưa đi thế chấp, cảm cố(Thuyết minh số 8.1 và 13.1) > Giấy tờ có giá bán và cam kết mua lại(Thuyết minh số 13.1)",Ngày 31 tháng 12năm 2024Triệu đồng > 5.686.000 > 2.000.000,Ngày 31 tháng 12năm 2023Triệu đồng > 4.895.000 > 5.000.000,numeric__Ngày 31 tháng 12năm 2024Triệu đồng > 5.686.000 > 2.000.000,numeric__Ngày 31 tháng 12năm 2023Triệu đồng > 4.895.000 > 5.000.000
"Các tài sản khác đưa đi thế chấp, cảm cố","Các tài sản khác đưa đi thế chấp, cảm cố","Các tài sản khác đưa đi thế chấp, cảm cố",5.958.923,10.639.910,5958923.0,10639910.0
,,,13.644.923,20.534.910,13644923.0,20534910.0
