row_label_raw,row_label_full,Vay Ngân hàng Nhà nước Việt Nam,Ngày 31 tháng 12năm 2024Triệu đồng > 3.360,Ngày 31 tháng 12năm 2023Triệu đồng > 4.117.311,numeric__Ngày 31 tháng 12năm 2024Triệu đồng > 3.360,numeric__Ngày 31 tháng 12năm 2023Triệu đồng > 4.117.311
Vay chiết khấu các giấy tờ có giá,Vay chiết khấu các giấy tờ có giá,Vay chiết khấu các giấy tờ có giá,-,4.112.234,,4112234.0
Vay khác,Vay khác,Vay khác,3.360,5.077,3360.0,5077.0
Tiền gửi của Kho bạc Nhà nước Việt Nam,Tiền gửi của Kho bạc Nhà nước Việt Nam,Tiền gửi của Kho bạc Nhà nước Việt Nam,2.353,1.000,2353.0,1000.0
Tiền gửi của Kho bạc Nhà nước bằng VND,Tiền gửi của Kho bạc Nhà nước bằng VND,Tiền gửi của Kho bạc Nhà nước bằng VND,2.353,1.000,2353.0,1000.0
,,,5.713,4.118.311,5713.0,4118311.0
