row_label_raw,row_label_full,col_0,2020VND,2019VND,numeric__2020VND,numeric__2019VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.433.499.555.955,1.930.521.344.224,1433499555955.0,1930521344224.0
Biến động trong năm được ghi nhận vào báo cáo kết quả kinh doanh,Biến động trong năm được ghi nhận vào báo cáo kết quả kinh doanh,Biến động trong năm được ghi nhận vào báo cáo kết quả kinh doanh,Biến động trong năm được ghi nhận vào báo cáo kết quả kinh doanh,Biến động trong năm được ghi nhận vào báo cáo kết quả kinh doanh,,
Tăng trong năm,Biến động trong năm được ghi nhận vào báo cáo kết quả kinh doanh > Tăng trong năm,Tăng trong năm,4.195.564.583.969,3.114.177.139.012,4195564583969.0,3114177139012.0
Giảm trong năm,Biến động trong năm được ghi nhận vào báo cáo kết quả kinh doanh > Giảm trong năm,Giảm trong năm,(1.975.205.159.775),(3.615.552.047.576),-1975205159775.0,-3615552047576.0
,,,2.220.359.424.194,(501.374.908.564),2220359424194.0,-501374908564.0
Lãi phát sinh từ tài khoản tiền gửi,Biến động trong năm được ghi nhận vào báo cáo kết quả kinh doanh > Lãi phát sinh từ tài khoản tiền gửi,Lãi phát sinh từ tài khoản tiền gửi,7.457.529.589,4.353.120.295,7457529589.0,4353120295.0
Số dư cuối năm,Biến động trong năm được ghi nhận vào báo cáo kết quả kinh doanh > Số dư cuối năm,Số dư cuối năm,3.661.316.509.738,1.433.499.555.955,3661316509738.0,1433499555955.0
Trong đó:- Số dư tài khoản tiền gửi Quỹ bình ổn giá xăng dầu tại ngân hàng (Thuyết minh 5)- Số tiền (chi ra)/thu vào từ tài khoản tiền gửi Quỹ bình ổn giá xăng dầu sau ngày kết thúc kỳ kế toán (*),Biến động trong năm được ghi nhận vào báo cáo kết quả kinh doanh > Trong đó:- Số dư tài khoản tiền gửi Quỹ bình ổn giá xăng dầu tại ngân hàng (Thuyết minh 5)- Số tiền (chi ra)/thu vào từ tài khoản tiền gửi Quỹ bình ổn giá xăng dầu sau ngày kết thúc kỳ kế toán (*),Trong đó:- Số dư tài khoản tiền gửi Quỹ bình ổn giá xăng dầu tại ngân hàng (Thuyết minh 5)- Số tiền (chi ra)/thu vào từ tài khoản tiền gửi Quỹ bình ổn giá xăng dầu sau ngày kết thúc kỳ kế toán (*),3.944.927.175.227,1.288.147.098.093,3944927175227.0,1288147098093.0
Trong đó:- Số dư tài khoản tiền gửi Quỹ bình ổn giá xăng dầu tại ngân hàng (Thuyết minh 5)- Số tiền (chi ra)/thu vào từ tài khoản tiền gửi Quỹ bình ổn giá xăng dầu sau ngày kết thúc kỳ kế toán (*),Biến động trong năm được ghi nhận vào báo cáo kết quả kinh doanh > Trong đó:- Số dư tài khoản tiền gửi Quỹ bình ổn giá xăng dầu tại ngân hàng (Thuyết minh 5)- Số tiền (chi ra)/thu vào từ tài khoản tiền gửi Quỹ bình ổn giá xăng dầu sau ngày kết thúc kỳ kế toán (*),Trong đó:- Số dư tài khoản tiền gửi Quỹ bình ổn giá xăng dầu tại ngân hàng (Thuyết minh 5)- Số tiền (chi ra)/thu vào từ tài khoản tiền gửi Quỹ bình ổn giá xăng dầu sau ngày kết thúc kỳ kế toán (*),(283.610.665.489),145.352.457.862,-283610665489.0,145352457862.0
Số dư cuối năm,Biến động trong năm được ghi nhận vào báo cáo kết quả kinh doanh > Số dư cuối năm,Số dư cuối năm,3.661.316.509.738,1.433.499.555.955,3661316509738.0,1433499555955.0
