row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,% sở hữu,% quyền biểu quyết,31/12/2020 > Giá gốc VND,31/12/2020 > Dự phòng VND,31/12/2020 > Giá trị hợp lý VND,31/12/2020 > % sở hữu,% sở hữu_1,% quyền biểu quyết_1,1/1/2020 > Giá gốc VND,1/1/2020 > Dự phòng VND,1/1/2020 > Giá trị hợp lý VND,numeric__Tên Công ty,numeric__Địa chỉ,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2020 > Giá gốc VND,numeric__31/12/2020 > Dự phòng VND,numeric__31/12/2020 > Giá trị hợp lý VND,numeric__31/12/2020 > % sở hữu,numeric__% sở hữu_1,numeric__% quyền biểu quyết_1,numeric__1/1/2020 > Giá gốc VND,numeric__1/1/2020 > Dự phòng VND,numeric__1/1/2020 > Giá trị hợp lý VND
Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,,,,,,,,,,,,,
1,Công ty liên doanh > 1,1,Công ty TNHH Castrol BP-PETCO Việt Nam,Hồ Chí Minh,35%,35%,169.426.717.325,,-,(*),35%,35%,169.426.717.325,,-,,,0.35,0.35,169426717325.0,,,,0.35,0.35,169426717325.0,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,,,,,,
1,Công ty liên kết > 1,1,Ngân hàng TMCP Xăng dầu Petrolimex (i),Hà Nội,40%,40%,1.077.957.925.515,,-,2.056.000.000.000,40%,40%,1.077.957.925.515,,-,,,0.4,0.4,1077957925515.0,,,2056000000000.0,0.4,0.4,1077957925515.0,,
2,Công ty liên kết > 2,2,Tổng Công ty Cổ phần Bảo hiểm Petrolimex (ii),Hà Nội,41%,41%,361.849.067.685,,-,786.508.128.000,40%,40%,361.849.067.685,,-,,,0.41,0.41,361849067685.0,,,786508128000.0,0.4,0.4,361849067685.0,,
3,Công ty liên kết > 3,3,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,Hà Nội,22%,22%,20.000.000.000,(7.780.000.000),,(*),22%,22%,20.000.000.000,(6.293.333.333),,,,0.22,0.22,20000000000.0,-7780000000.0,,,0.22,0.22,20000000000.0,-6293333333.0,
4,Công ty liên kết > 4,4,Công ty Cổ phần Thương mại Tuyên Quang,Tuyên Quang,28%,28%,891.808.000,,-,(*),28%,28%,891.808.000,,-,,,0.28,0.28,891808000.0,,,,0.28,0.28,891808000.0,,
5,Công ty liên kết > 5,5,Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex(Thuyết minh 4),Hà Nội,-,-,-,,-,-,35%,35%,140.987.280.000,,-,,,,,,,,,0.35,0.35,140987280000.0,,
,,,,,,,1.630.125.518.525,(7.780.000.000),,,,,1.771.112.798.525,(6.293.333.333),,,,,,1630125518525.0,-7780000000.0,,,,,1771112798525.0,-6293333333.0,
