row_label_raw,row_label_full,col_0,Lợi thế kinh doanh liên quan đến cổ phần hóa VND,Chi phí thuê văn phòng VND,Chi phí thuê hạ tầng máy chủ VND,Chi phí sửa chữa văn phòng VND,Chi phí trả trước khác VND,Tổng cộng VND,numeric__Lợi thế kinh doanh liên quan đến cổ phần hóa VND,numeric__Chi phí thuê văn phòng VND,numeric__Chi phí thuê hạ tầng máy chủ VND,numeric__Chi phí sửa chữa văn phòng VND,numeric__Chi phí trả trước khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,108.428.067.837,48.174.854.678,34.020.000.000,16.618.083.680,6.239.701.051,213.480.707.246,108428067837.0,48174854678.0,34020000000.0,16618083680.0,6239701051.0,213480707246.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,-,3.286.474.833,3.519.437.675,6.805.912.508,,,,3286474833.0,3519437675.0,6805912508.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(54.214.033.920),(21.411.046.523),(7.560.000.000),(8.438.751.831),(6.656.215.748),(98.280.048.022),-54214033920.0,-21411046523.0,-7560000000.0,-8438751831.0,-6656215748.0,-98280048022.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,54.214.033.917,26.763.808.155,26.460.000.000,11.465.806.682,3.102.922.978,122.006.571.732,54214033917.0,26763808155.0,26460000000.0,11465806682.0,3102922978.0,122006571732.0
