row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,% sở hữu,% quyền biểu quyết,31/12/2020 > Giá gốc VND,31/12/2020 > Dự phòng VND,Giá trị hợp lý VND,% sở hữu_1,% quyền biểu quyết_1,1/1/2020 > Giá gốc VND,1/1/2020 > Dự phòng VND,Giá trị hợp lý VND_1,numeric__Tên Công ty,numeric__Địa chỉ,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2020 > Giá gốc VND,numeric__31/12/2020 > Dự phòng VND,numeric__Giá trị hợp lý VND,numeric__% sở hữu_1,numeric__% quyền biểu quyết_1,numeric__1/1/2020 > Giá gốc VND,numeric__1/1/2020 > Dự phòng VND,numeric__Giá trị hợp lý VND_1
36,36,36,Công ty Xăng dầu Đồng Nai,Đồng Nai,100%,100%,47.700.000.000,-,(*),100%,100%,47.700.000.000,-,(*),,,1.0,1.0,47700000000.0,,,1.0,1.0,47700000000.0,,
37,37,37,Công ty Xăng dầu Tây Ninh,Tây Ninh,100%,100%,45.600.000.000,-,(*),100%,100%,45.600.000.000,-,(*),,,1.0,1.0,45600000000.0,,,1.0,1.0,45600000000.0,,
38,38,38,Công ty Xăng dầu Lào Cai,Lào Cai,100%,100%,44.000.000.000,(7.345.027.200),(*),100%,100%,44.000.000.000,-,(*),,,1.0,1.0,44000000000.0,-7345027200.0,,1.0,1.0,44000000000.0,,
39,39,39,Công ty Xăng dầu Bến Tre,Bến Tre,100%,100%,44.000.000.000,(463.620.666),(*),100%,100%,44.000.000.000,-,(*),,,1.0,1.0,44000000000.0,-463620666.0,,1.0,1.0,44000000000.0,,
40,40,40,Công ty TNHH MTV Xăng dầu An Giang,An Giang,100%,100%,43.900.000.000,-,(*),100%,100%,43.900.000.000,-,(*),,,1.0,1.0,43900000000.0,,,1.0,1.0,43900000000.0,,
41,41,41,Công ty Xăng dầu Hà Bắc,Bắc Giang,100%,100%,42.300.000.000,-,(*),100%,100%,42.300.000.000,-,(*),,,1.0,1.0,42300000000.0,,,1.0,1.0,42300000000.0,,
42,42,42,Công ty Xăng dầu Lâm Đồng Công ty Xăng dầu Sông Bé -,Lâm Đồng,100%,100%,40.900.000.000,-,(*),100%,100%,40.900.000.000,-,(*),,,1.0,1.0,40900000000.0,,,1.0,1.0,40900000000.0,,
43,43,43,Công ty TNHH MTV,Bình Dương,100%,100%,38.900.000.000,-,(*),100%,100%,38.900.000.000,-,(*),,,1.0,1.0,38900000000.0,,,1.0,1.0,38900000000.0,,
44,44,44,Công ty Xăng dầu Điện Biên,Diện Biên,100%,100%,38.600.000.000,(3.139.497.130),(*),100%,100%,38.600.000.000,-,(*),,,1.0,1.0,38600000000.0,-3139497130.0,,1.0,1.0,38600000000.0,,
45,45,45,Công ty Xăng dầu Cao Bằng,Cao Bằng,100%,100%,33.500.000.000,(2.593.722.400),(*),100%,100%,33.500.000.000,-,(*),,,1.0,1.0,33500000000.0,-2593722400.0,,1.0,1.0,33500000000.0,,
46,46,46,Công ty TNHH MTV Xăng dầu Quảng Ngãi,Quảng Ngãi,100%,100%,32.100.000.000,-,(*),100%,100%,32.100.000.000,-,(*),,,1.0,1.0,32100000000.0,,,1.0,1.0,32100000000.0,,
47,47,47,Công ty TNHH MTV Xăng dầu Trà Vinh,Trà Vinh,100%,100%,31.100.000.000,-,(*),100%,100%,31.100.000.000,-,(*),,,1.0,1.0,31100000000.0,,,1.0,1.0,31100000000.0,,
48,48,48,Công ty Xăng dầu Đồng Tháp,Đồng Tháp,100%,100%,30.000.000.000,(3.260.677.247),(*),100%,100%,30.000.000.000,-,(*),,,1.0,1.0,30000000000.0,-3260677247.0,,1.0,1.0,30000000000.0,,
49,49,49,Công ty Xăng dầu Yên Bái,Yên Bái,100%,100%,24.900.000.000,(1.942.827.755),(*),100%,100%,24.900.000.000,-,(*),,,1.0,1.0,24900000000.0,-1942827755.0,,1.0,1.0,24900000000.0,,
50,50,50,Công ty Xăng dầu Lai Châu,Lai Châu,100%,100%,22.000.000.000,(4.830.613.270),(*),100%,100%,22.000.000.000,-,(*),,,1.0,1.0,22000000000.0,-4830613270.0,,1.0,1.0,22000000000.0,,
51,51,51,Công ty Xăng dầu Thái Bình,Thái Bình,100%,100%,21.000.000.000,(1.007.497.526),(*),100%,100%,21.000.000.000,-,(*),,,1.0,1.0,21000000000.0,-1007497526.0,,1.0,1.0,21000000000.0,,
52,52,52,Công ty Xăng dầu Hà Giang,Hà Giang,100%,100%,20.500.000.000,-,(*),100%,100%,20.500.000.000,-,(*),,,1.0,1.0,20500000000.0,,,1.0,1.0,20500000000.0,,
,,,,,,,9.853.179.500.020,(162.743.136.637),,,,9.450.358.700.020,(39.376.260.000),,,,,,9853179500020.0,-162743136637.0,,,,9450358700020.0,-39376260000.0,
