row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế Điều chỉnh cho các khoản:,,950.241.942.325,484.340.916.453,,,950241942325.0,484340916453.0
02,02,02,Khẩu hao và hao mòn,"12, 13, 14, 16",13.601.703.671,13.735.081.154,,,13601703671.0,13735081154.0
03,03,03,(Hoàn nhập dự phòng) các khoản dự phòng,,(1.303.957.804),1.430.772.139,,,-1303957804.0,1430772139.0
05,05,05,Lãi từ hoạt động đầu tư,,(92.122.431.293),(43.708.871.266),,,-92122431293.0,-43708871266.0
06,06,06,Chi phí lãi vay,31,28.535.115.775,20.554.703.566,,31.0,28535115775.0,20554703566.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,898.952.372.674,476.352.602.046,,,898952372674.0,476352602046.0
09,09,09,Giảm (tăng) các khoản phải thu,,634.063.948.014,(566.792.764.022),,,634063948014.0,-566792764022.0
10,10,10,Tăng hàng tồn kho,,(179.157.167.918),(35.055.433.091),,,-179157167918.0,-35055433091.0
11,11,11,Tăng các khoản phải trả,,1.274.541.211.952,27.371.102.993,,,1274541211952.0,27371102993.0
12,12,12,Tăng chi phí trả trước,,(48.599.286.727),(34.082.328.714),,,-48599286727.0,-34082328714.0
14,14,14,Tiền lãi vay đã trả,,(68.338.896.954),(34.165.987.336),,,-68338896954.0,-34165987336.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,19,(238.256.382.482),(80.824.364.594),,19.0,-238256382482.0,-80824364594.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(12.230.025.509),(13.961.844.924),,,-12230025509.0,-13961844924.0
20,20,20,Lưu chuyển tiền thuần từ (sử dụng vào) hoạt động kinh doanh,,2.260.975.773.050,(261.159.017.642),,,2260975773050.0,-261159017642.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,Tiền chi để mua sắm tài sản cố định,"12, 13, 14",(5.773.665.945),(7.916.759.074),,,-5773665945.0,-7916759074.0
22,22,22,Tiền thu do thanh lý tài sản cố định,,500.000.000,35.601.770.596,,,500000000.0,35601770596.0
23,23,23,Tiền chi cho vay,,(108.628.488.089),(64.013.059.386),,,-108628488089.0,-64013059386.0
24,24,24,Tiền thu hồi cho vay,,10.100.000.000,-,,,10100000000.0,
25,25,25,Tiền chi đầu tư góp vốn vào các đơn vị khác,,(750.840.000.000),(246.410.911.921),,,-750840000000.0,-246410911921.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,15.1,22.400.000.000,211.584.308.448,,151.0,22400000000.0,211584308448.0
27,27,27,Tiền thu lãi cho vay và cổ tức,,45.749.249.770,25.688.673.908,,,45749249770.0,25688673908.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(786.492.904.264),(45.465.977.429),,,-786492904264.0,-45465977429.0
