row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu khách hàng ngắn hạn (TM số 6),Phải thu khách hàng ngắn hạn (TM số 6),Phải thu khách hàng ngắn hạn (TM số 6),Phải thu khách hàng ngắn hạn (TM số 6),Phải thu khách hàng ngắn hạn (TM số 6),Phải thu khách hàng ngắn hạn (TM số 6),Phải thu khách hàng ngắn hạn (TM số 6),,,,
NNH Mizuki,Phải thu khách hàng ngắn hạn (TM số 6) > NNH Mizuki,NNH Mizuki,Công ty liên doanh,Bán dự án,6.612.908.329,-,,,6612908329.0,
Các cá nhân,Phải thu khách hàng ngắn hạn (TM số 6) > Các cá nhân,Các cá nhân,Cổ đông,Bán căn hộ,341.755.097,341.755.097,,,341755097.0,341755097.0
,,,,,6.954.663.426,341.755.097,,,6954663426.0,341755097.0
Phải thu khách hàng ngắn hạn khác (TM số 9),Phải thu khách hàng ngắn hạn khác (TM số 9),Phải thu khách hàng ngắn hạn khác (TM số 9),Phải thu khách hàng ngắn hạn khác (TM số 9),Phải thu khách hàng ngắn hạn khác (TM số 9),Phải thu khách hàng ngắn hạn khác (TM số 9),Phải thu khách hàng ngắn hạn khác (TM số 9),,,,
NNH Mizuki,Phải thu khách hàng ngắn hạn khác (TM số 9) > NNH Mizuki,NNH Mizuki,Công ty liên doanh,Chỉ trả hộ,550.000.000,-,,,550000000.0,
Khách hàng trả tiền trước,Khách hàng trả tiền trước,Khách hàng trả tiền trước,Khách hàng trả tiền trước,Khách hàng trả tiền trước,Khách hàng trả tiền trước,Khách hàng trả tiền trước,,,,
NNH Mizuki,Khách hàng trả tiền trước > NNH Mizuki,NNH Mizuki,Công ty liên doanh,Tạm ứng,13.323.474.303,-,,,13323474303.0,
