row_label_raw,row_label_full,Vay các cá nhân,Số cuối nămVND > 2.800.000.000,Ngày đáo hạn > Ngày 14 tháng 4năm 2018,Mục đích vay > Hỗ trợ nhu cầuvốn lưu động,"Lãi suất%/năm > 10,5",Hình thức đảm bảo > Tín chấp,numeric__Số cuối nămVND > 2.800.000.000,numeric__Ngày đáo hạn > Ngày 14 tháng 4năm 2018,numeric__Mục đích vay > Hỗ trợ nhu cầuvốn lưu động,"numeric__Lãi suất%/năm > 10,5",numeric__Hình thức đảm bảo > Tín chấp
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,,,,,
Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Vay ngân hàng > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,55.763.336.107,Ngày 25 tháng 4 năm2018,,"7,8","Quyền sử dụng đất và các tài sản trênđất tại xã An Thạnh, Huyện Bến Lức,Tính Long An",55763336107.0,,,7.8,
Ngân hàng Thương mại Cổ phần Phương Đông –Chi nhánh Tân Thuận,Vay ngân hàng > Ngân hàng Thương mại Cổ phần Phương Đông –Chi nhánh Tân Thuận,Ngân hàng Thương mại Cổ phần Phương Đông –Chi nhánh Tân Thuận,44.836.439.795,Từ ngày 24 tháng 5năm 2018 đến ngày 21tháng 9 năm 2018,Hỗ trợ nhu cầuvốn lưu động,"7,5","Quyền sử dụng đất tại bản đồ số 5, xãAn Thạnh, Huyện Bến Lức, Tính LongAn",44836439795.0,,,7.5,
Ngân hàng Nông Nghiệp và Phát Triển Nông Thôn Việt Nam– Chi nhánh 8,Vay ngân hàng > Ngân hàng Nông Nghiệp và Phát Triển Nông Thôn Việt Nam– Chi nhánh 8,Ngân hàng Nông Nghiệp và Phát Triển Nông Thôn Việt Nam– Chi nhánh 8,13.044.711.080,Ngày 20 tháng 9năm 2018,,"7,5","Quyền sử dụng đất và các tài sản trênđất tại xã An Thạnh, Huyện Bến Lức,Tính Long An",13044711080.0,,,7.5,
TỔNG CỘNG,Vay ngân hàng > TỔNG CỘNG,TỔNG CỘNG,113.644.486.982,,,,,113644486982.0,,,,
