row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí hoa hồng môi giới,Ngắn hạn > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,81.398.301.995,46.037.828.520,81398301995.0,46037828520.0
Chi phí hoạt động,Ngắn hạn > Chi phí hoạt động,Chi phí hoạt động,10.526.654.269,2.960.621.998,10526654269.0,2960621998.0
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",7.449.389.729,3.987.948.691,7449389729.0,3987948691.0
Khác,Ngắn hạn > Khác,Khác,2.032.195.733,474.699.255,2032195733.0,474699255.0
,,,101.406.541.726,53.461.098.464,101406541726.0,53461098464.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",2.568.726.010,2.069.793.214,2568726010.0,2069793214.0
Khác,Dài hạn > Khác,Khác,285.250.149,130.339.480,285250149.0,130339480.0
,,,2.853.976.159,2.200.132.694,2853976159.0,2200132694.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,104.260.517.885,55.661.231.158,104260517885.0,55661231158.0
